# primary diameter: 35.0 cm
# duty-cycle efficiency: 0.6
# instrumental resolution = lambda/FWHM = 3000.0
#
# SNR stats are per HWHM! resolving element
# Number of transits (for stats): 1
# total in-transit time (for stats): see 'transit_dur' column
#
# Wavelength ranges per band (angstrom)
# NUV  0.2397 0.3252
# VIS  0.45 0.82
# NIR  0.9 1.6
#
target,teff,r_star,m_star,ra,dec,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert
#name,  K,  R_sun,  M_sun,  deg,  deg,  ,  h, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ppm
TOI-6038 A b,6110.0,1.648,1.291,51.6572691,40.8172704,9.913,5.042,0.3073546306028033,15.551577391215238,122.3297060179409,2.284260829056242,49.426274946529176,199.33357074187396,28612.586400715685,169.6195070971071,449.11514701459936,500.2024947464942,306.96549171233215,502.82514274848745,572.0878059590808,2812.535496222159,206.62008173471094,456.15067075068157,498.3258028144322,32850.72288386207,43.04969383391646
TOI-421 c,5291.0,0.866,0.833,81.8532824,-14.2767404,9.931,2.755,0.03903222521061301,5.967474656579343,94.27792502158994,0.7742689221703898,15.994134465952985,126.65154554089956,88420.76233531475,131.6792559629768,469.82836793529816,567.0466214748162,211.27563582201262,383.7128775190069,434.39615961767737,3685.603599016672,284.12862503607414,566.0534151999598,582.2196506402292,27458.82090295727,51.50306953714777
WASP-178 b,9360.0,1.67,2.07,227.270329,-42.7049658,9.946,3.4704,58.26575806114247,209.89373822155466,231.65701708040743,124.70904269573865,241.61383983971942,267.3757715210223,5853.197661654022,118.59924802496295,333.7307313677049,478.4956920233072,203.40672788808843,386.08124053100863,426.3372197474578,3662.994763558088,48.65432409091665,143.99515407826843,224.1601011474088,13265.638907354889,106.60727102929135
TOI-4551 b,4896.0,3.55,1.31,184.9787579,-25.8278531,9.973,10.474,0.03755115598032201,5.741040138723623,90.70056982106725,1.4526736573718015,30.09712398718689,240.657731133503,46988.32895047254,126.68271545773939,452.0008334938949,545.5301617117569,403.42260223939076,733.4461270380626,830.4178729676283,1928.1764675535653,273.3474266361582,544.5746424313029,560.1274536112071,52360.46175641726,27.00918813420835
WASP-136 b,6250.0,2.2,1.41,0.325761,-8.9262512,9.974,5.52118605,0.2905626318398409,14.70193322674232,115.64635048138014,2.261062903898518,49.37365887545626,201.2851154862989,28643.078001174905,160.35252274172984,424.5782107130186,472.8744546367993,311.6877063358877,511.174525165044,581.6912279621781,2766.5963242524363,195.33160968505365,431.2293559686419,471.10029380550463,33253.47065597471,42.52829958724928
KELT-4 A b,6206.0,1.603,1.201,157.06262,25.5731366,9.98,3.46272,0.288961351971567,14.620911418977084,115.0090277406939,1.78085764409375,38.92632771834663,158.84511547297132,36330.515752878295,159.46882594676558,422.2383759688963,470.26846108685015,246.10624869329538,403.66859124128393,459.3631255076466,3503.4025263753565,194.25514444158557,428.85286701013786,468.5040775899781,26248.548442644384,53.87778167860552
HAT-P-14 b,6600.0,1.82,2.65,260.1161719,38.2421682,9.988,2.2044,0.7055361925383383,26.600909579718124,113.05147681243086,2.1690940101250145,51.33972700612449,131.86853829899678,27546.183917269154,140.2957699436023,397.6124676394142,417.6281024376223,183.5893190340369,310.50993094030053,356.1115502312536,4554.487381741732,143.65362163182562,350.35213861219256,405.09662264397224,18539.66970585082,76.28040762380962
WASP-79 b,6600.0,1.51,1.39,66.3709016,-30.6004362,10.044,3.816,0.6700686463962229,25.263672740674423,107.36834033738558,2.7124959429439515,65.0805867354661,167.91619829487357,21730.190726790268,133.24305351793436,377.62435265420737,396.6337946330009,234.87903472315864,397.7921304437319,456.3020005151943,3555.1572143862136,136.4321048512645,332.7398165603488,384.7322766223334,23634.503835797328,59.836820446854354
WASP-94 A b,6170.0,1.48,1.67,313.7832393,-34.1357512,10.051,4.466,0.2706697741632925,13.695391320793075,107.72882723907145,1.89563598045396,41.91483698494697,172.98745283091313,33740.16611065401,149.37427033267616,395.51021299838766,440.4999398363196,269.82267344485956,443.22638667642593,504.4904559892522,3190.725112233742,181.9585758348589,401.705999334943,438.84724379452234,28669.85729010706,49.32754104991969
TOI-5398 b,6000.0,1.051,1.146,161.8795569,36.3294345,10.059,4.258,0.2686827350769878,13.594850808130449,106.93796911275304,1.8375040897532366,40.681028998088195,168.1103244201435,34763.465851356814,148.27768496566648,392.6066961402904,437.2661447046858,262.41844370676995,431.13825644712745,490.744138838844,3280.185743726797,180.62278278818468,398.75699801276323,435.62558142371495,27870.979486111333,50.741437453887336
WASP-131 b,5990.0,1.561,1.06,210.1935714,-30.5836084,10.068,3.845,0.2664647470703794,13.482624706086998,106.05519139026494,1.7318371041768508,38.39611494338418,158.89680943160948,36832.204624305894,147.0536460380917,389.3657102872032,433.6564931043589,248.25337573901743,407.94571488507324,464.35876114466095,3466.6709583443194,179.13173363004054,395.46524114237843,432.02947274671817,26353.540385152668,53.663133746153115
WASP-82 b,6480.0,2.1,1.48,72.6605916,1.8938365,10.073,4.9848,0.26524045276706076,13.420677672556575,105.56791204812302,1.962913517344915,43.55345486488699,180.3840455167722,32470.75500118915,146.37799590761077,387.57673735080834,431.66402250574515,281.96167673886026,463.38801200871035,527.4765603135266,3051.899327828343,178.30869807491348,393.64824340735254,430.0444776276083,29923.63905718668,47.26074792141457
WASP-95 b,5830.0,1.23,1.46,337.4578243,-48.0030988,10.092,2.82464,0.14001747765498582,9.28468894240119,90.78255961962098,1.0348665017691527,24.30514977464706,128.500776761967,58185.75797661923,121.75854951404864,389.92996241294975,450.05267743211834,213.13608294213097,352.20785479196377,399.1557525891923,4015.281156090114,202.60360478040297,424.93059171908374,453.086449782265,23575.237610561864,59.98724533488978
V1298 Tau b,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,6.45,0.03279618374434966,5.014072199852741,79.21547222481617,0.9962104321513088,20.852278188302826,172.315057093504,67820.57814509708,110.64132394652202,394.76554052379015,476.4515753112681,294.09483024039804,536.786244674845,608.0169642012238,2634.593520982913,238.73439301582076,475.6170501129103,489.20046292354687,37977.57319358763,37.2381235410766
V1298 Tau c,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,4.89,0.03279618374434966,5.014072199852741,79.21547222481617,0.8674124624306931,18.156330617363352,150.03680263073164,77890.9346925335,110.64132394652202,394.76554052379015,476.4515753112681,256.0719228126035,467.38627027508596,529.4077185866229,3025.791839244106,238.73439301582076,475.6170501129103,489.20046292354687,33067.53193685521,42.767436199158624
V1298 Tau d,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,5.57,0.03279618374434966,5.014072199852741,79.21547222481617,0.9257608816081822,19.377656382753358,160.1293602444604,72981.66168493853,110.64132394652202,394.76554052379015,476.4515753112681,273.29716747877546,498.8260422370813,565.0195005448036,2835.083661692526,238.73439301582076,475.6170501129103,489.20046292354687,35291.89266278932,40.071910449399
V1298 Tau e,4970.0,1.32,1.1,61.3316547911,20.1570295577,10.12,7.56,0.03279618374434966,5.014072199852741,79.21547222481617,1.0785297415485509,22.57535303717125,186.5538725494429,62644.13938707998,110.64132394652202,394.76554052379015,476.4515753112681,318.396606794181,581.1422075612694,658.2588960054978,2433.506883466205,238.73439301582076,475.6170501129103,489.20046292354687,41115.75313728503,34.395905570574186
HIP 67522 b,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,4.87,0.1326159498988259,10.153446900654908,116.00287448905308,1.5135145168743893,35.02668645447885,194.01055600023093,40375.31680911428,159.0826356345019,520.4216565217608,608.5352058995268,310.50460648455703,537.2268735174969,608.092347197876,2632.432650126978,283.32786958564384,583.5057063745919,614.6617883504507,37222.210362842525,37.99380930329837
HIP 67522 c,5675.0,1.38,1.22,207.5259956189,-40.8358991797,9.79,5.66,0.1326159498988259,10.153446900654908,116.00287448905308,1.631662475363384,37.76093938108904,209.15540651945753,37451.757968747566,159.0826356345019,520.4216565217608,608.5352058995268,334.74321467005336,579.1638735553929,655.5612472931189,2441.81936572022,283.32786958564384,583.5057063745919,614.6617883504507,40127.85025977569,35.242694368571954
