# primary diameter: 35.0 cm
# duty-cycle efficiency: 0.6
# instrumental resolution = lambda/FWHM = 3000.0
#
# SNR stats are per HWHM! resolving element
# Number of transits (for stats): 1
# total in-transit time (for stats): see 'transit_dur' column
#
# Wavelength ranges per band (angstrom)
# NUV  0.2397 0.3252
# VIS  0.45 0.82
# NIR  0.9 1.6
#
target,teff,r_star,m_star,ra,dec,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert
#name,  K,  R_sun,  M_sun,  deg,  deg,  ,  h, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ppm
TOI-1518 b,7300.0,1.95,1.79,352.2675207,67.0348062,8.952,2.3653693,2.258493654450807,98.42339847955944,297.12135296179224,5.551132839978003,125.54099427663145,239.11437296224338,11264.954292594293,328.2065612613551,968.2294278457886,1017.0698515290269,296.31197860830105,511.64850585692824,588.9270966298337,2764.0334061066337,294.9978742059775,763.7599203684923,934.3490560209463,30232.342378575886,46.778167059105414
TOI-622 b,6400.0,1.415,1.313,125.3050544,-46.4842959,8.995,3.907,0.7158792271778988,36.22216845207636,284.9259021517547,4.618695132584297,83.03586974048133,292.93525629387796,17031.357253113027,395.071586905402,1046.0626662046043,1165.0534585058278,420.9635537509883,681.1616567247552,773.6008630722736,2076.1790514943104,481.25197964832614,1062.4495522101938,1160.682335912553,46561.72625630531,30.372876524988907
TOI-2145 b,6200.0,2.7505,1.7169,263.7580753,40.6950428,9.07,7.4683854,0.6680973676149984,33.80449449209327,265.90832359158696,5.96910955855711,109.21146482110632,389.15662393843235,12949.31410992102,368.70225760215766,976.2424821386116,1087.2911508089696,561.6243443377051,909.3810647997066,1032.8925997554622,1555.138563045162,449.1304797738652,991.5356139799983,1083.211781849485,62001.67781666066,22.809278912659966
TOI-778 b,6643.0,1.71,1.4,199.3338503,-15.2737046,9.109,3.76,1.5853286091764514,59.77182096799595,254.02487129057656,6.248218890311228,116.79490682733442,279.3948050656891,12108.520831852882,315.24236487123164,893.4288941949023,938.4037074107428,368.08575902410485,613.5226373255794,702.1457377658608,2305.071526843453,322.7874042370507,787.2356861379315,910.2456715193231,38737.476254739944,36.50763289464555
KELT-17 b,7454.0,1.645,1.635,125.617407,13.7353093,9.234,3.4752,1.7418825749689606,75.90988907270595,229.1573883129637,5.233544355688029,130.02053449351587,250.04497748308864,10876.847783175526,253.13212145847513,746.7552391006643,784.4238341840635,313.65322926835324,543.5519255055019,625.9497762406249,2601.8002991303547,227.519637134969,589.0563801796748,720.6247121457357,31649.242172577597,44.683962878531005
TOI-4603 b,6264.0,2.738,1.765,83.8659288,21.2942417,9.24,2.854,0.5712678200134648,28.905097986082477,227.36935618213425,3.165525437188278,60.14175947335846,219.48726931773507,23514.66892150972,315.26502744103766,834.7524501806442,929.7064702708274,320.12498898495204,519.2335369012935,589.9016782596078,2723.656046589182,384.03652299655846,847.8290981539708,926.2183376639971,35172.83069191379,40.207556075326686
WASP-18 b,6432.0,1.319,1.294,24.3544618,-45.6777937,9.28,2.21,0.5506045051913742,27.85957236968118,219.14518457103816,2.6867036113911746,51.476875785264966,188.97066174995868,27472.793187225783,303.8615835812808,804.5586390253306,896.0780794980232,276.3559418460669,448.43906133889493,509.50462523020406,3153.6359882448864,370.14554699571886,817.1622918737364,892.7161160533109,30326.872276679347,46.63235791251023
WASP-166 b,6050.0,1.22,1.19,144.8751047,-20.9824191,9.351,3.6,0.5157506222081387,26.09603017890606,205.27304849630025,3.215806910629698,62.521550653755924,231.9549289149409,22619.617517246235,284.62680439333803,753.6291744217067,839.3553316232828,340.9003624936858,553.6289099007072,629.0936720136638,2554.4431244147513,346.7149185498612,765.4350019029062,836.2061842369048,37325.50102135591,37.888669238865624
HD 89345 b,5576.0,1.747,1.157,154.6710977,10.1288464,9.38,5.7336,0.06483705957410932,9.912668512437746,156.60658361558566,1.8494500248744514,36.144445637866895,252.6477838709169,39126.71884754232,218.73453838405516,780.4394885778805,941.9302993738452,399.2406765894037,717.3498943213101,811.1706426843105,1971.44179370249,471.97064704281,940.2804683927837,967.1344631285189,52641.20377455473,26.865144809942322
WASP-38 b,6180.0,1.52,1.76,243.9597194,10.0324103,9.391,4.7339,0.4970954186363277,25.152111287796806,197.84812190850585,3.5565134392091626,69.78691897530233,260.1658102523042,20264.73704726221,274.33157497564304,726.3696713574155,808.9950297520461,383.4713404443113,623.0673804298759,708.0472964691343,2269.760232669186,334.1739014217785,737.7484705316932,805.9597901013856,41930.913970629466,33.72722958921625
TOI-1333 b,6274.0,1.925,1.464,325.0145363,48.4067674,9.438,4.6416,0.47603595977732605,24.08654151381765,189.466281667264,3.3749006273803097,66.93378857044733,250.9686615810124,21128.54497821598,262.70951148374166,695.5970035015303,774.7219366848494,371.21580661604906,603.5117647752927,685.8837133628471,2343.307363526962,320.0166163917738,706.4937395867273,771.8152850318927,40525.377158596886,34.896987061675986
HAT-P-11 b,4653.0,0.74,0.81,297.7101763,48.0818635,9.46,2.36386,0.001618118783246469,0.3298353310220928,22.441160487154168,0.008412668245345077,0.8208730355523056,40.10410678070456,1722816.441913668,78.29614072331984,941.7890075119384,2114.0720523694226,142.02794643912003,545.2078546087316,660.013645992786,2593.8979976508326,1253.8980339490336,3028.9138287028427,4114.895193102518,63221.8055884357,22.3690789785317
HAT-P-70 b,8450.0,1.858,1.89,74.5523332,9.9979794,9.47,3.48,1.4015831725058376,61.079905545863404,184.38851385866764,4.237893770901352,113.54931653955558,220.3967669624406,12454.61976761829,203.6794712543839,600.8668966234507,631.1764420311079,279.891263842477,486.87777015314646,560.9681902131904,2904.6583127593954,183.07071866121012,473.9765596034769,579.8413077605557,27927.020365013912,50.63961510712318
WASP-99 b,6150.0,1.64,1.21,39.8976689,-50.0081934,9.475,5.3315799,0.46008678638963196,23.27954275873732,183.1183776584022,3.4977748486393225,69.90065795548273,263.4673831159478,20231.7632442567,253.90765636504318,672.2916271135869,748.7655477994033,390.8127476272239,635.6790621493819,722.4924259672335,2224.728871187456,309.2947362544769,682.8232774744536,745.9562809978187,42608.830282566014,33.19062159168777
TIC 393818343 b,5756.0,1.086,1.082,310.2917002,3.6382967,9.48,4.1506,0.24602670475988475,16.31425921589699,159.5153288500038,2.1935396119444865,47.27158323835898,222.14078851953974,29916.78013495258,213.94368199588803,685.1514921300804,790.7939712342379,348.581269664231,569.9850524414969,645.0007818581512,2481.1414901415324,355.9976803711663,746.651596523682,796.1246558516068,39522.30580079041,35.782668387349304
WASP-7 b,6400.0,1.432,1.276,311.0427558,-39.2254856,9.504,3.7071,0.4479605411177012,22.665977114902933,178.29203091910824,2.8409344926984863,57.108739374001715,216.1436312053142,24763.52267402534,247.21555694253084,654.5724197687778,729.0307609018334,321.34685323518005,522.8925857639464,594.3367796613904,2704.5967008825114,301.14283112681545,664.8264934220058,726.2955363446209,34998.3095372525,40.40805344806138
WASP-76 b,6329.0,1.756,1.458,26.632936,2.700389,9.518,3.8,0.44222140553166167,22.375587440116117,176.00780709706794,2.8400186709315456,57.25091124117802,217.11643495145609,24702.027124345834,244.04830565577367,646.1862349977671,719.690638281279,323.15364749648774,525.9333589060426,597.8097723502291,2688.959615177677,297.2846798390071,656.3089365465273,716.990456597604,35176.88774626586,40.2029188191391
TOI-1135 b,5962.7,1.15,1.156039,193.3963704,85.1294952,9.54,4.339,0.4333509575980249,21.92675913626352,172.47729484859119,2.974789030236837,60.225632409109835,229.14049004039362,23481.9213315422,239.1529800077328,633.2244894077064,705.2544797069903,341.6560971150896,556.2162116882479,632.259503504932,2542.560847122061,291.3214943373704,643.1441413168227,702.6084605327208,37160.33783034437,38.05706957858379
TOI-2497 b,7360.0,2.36,1.859,90.0625878,11.8840577,9.547,7.838,1.305626254728898,56.89817763327086,171.7646797470501,5.934173159892412,162.84799086090445,317.11340438596096,8684.255512744008,189.7349157978107,559.7296052195463,587.9640611044467,404.52651601316387,704.6728759031769,812.0600087894715,2006.9079011456236,170.53710507156364,441.5265911319283,540.143496182969,40197.95497420527,35.18123156465511
HD 2685 b,6801.0,1.56,1.43,7.3289156,-76.304032,9.595,4.405,1.249162317368297,54.43752311887123,164.33643595762442,4.260315958232059,118.73183109043424,231.52022114033642,11910.989238395001,181.52951983405458,535.5231853091618,562.5365960881436,296.2025971611881,516.4522101585596,595.2301287010428,2738.324155760525,163.16194975162227,422.4320534000033,516.7841095102922,29355.408572152992,48.17557074353381
TOI-1789 b,5991.0,2.168,1.507,142.743406,26.5399951,9.721,2.3,0.36680881218954126,18.559849315943108,145.99296607938402,1.8374589885291557,38.489443078561514,150.4122383413159,36742.894915016506,202.43042963250488,535.9912531321199,596.9608546074508,227.79941627885316,371.877209801057,422.8889789803776,3802.9046284650153,246.58833545787473,544.3877171766089,594.7211384297726,24596.063294625907,57.497557451890785
HAT-P-60 b,6212.0,2.197,1.435,28.2825719,52.0539209,9.727,5.035,0.3647873424542686,18.457566675950222,145.1884042676583,2.7038568352521573,56.700295903557546,221.77286612084282,24941.907971319128,201.31484305606,533.0374252507506,593.6710255176635,336.05966485619643,548.6635305958297,623.9347777565537,2577.5607152844805,245.22939630310387,541.3876166938592,591.4436523326243,36275.771879680346,38.98507155309515
WASP-14 b,6475.0,1.4,1.62,218.2766247,21.8946875,9.745,2.817,0.35878952948052006,18.154088402477175,142.80122468819258,1.9896059182222041,41.85939498971459,164.15823932548687,33784.85433725419,198.00483572585458,524.2732538758536,583.9099198964211,249.16768023023656,406.92180133407055,462.7678172239349,3475.393939908539,241.19734835759252,532.4861519407605,581.7191690560519,26875.147993454637,52.621610222110135
WASP-74 b,5990.0,1.42,0.98,304.538843,-1.0760033,9.75,2.292,0.3571410413339131,18.07067794290421,142.14511265905873,1.7865106256599765,37.620519560508384,147.64324252608247,37591.547881163395,197.0950861433137,521.8644370805341,581.2270975101904,224.20450190482285,366.18446252245303,416.44481587589786,3862.02503686617,240.0891472059697,530.0396003064984,579.0464122556197,24177.307886513696,58.493425695337876
TOI-5108 b,5808.0,1.29,1.1,166.2695041,11.2464069,9.75,2.2,0.19185903236457535,12.722350567438127,124.39485652725327,1.2484707163193474,28.018600088304087,138.80207208076348,50474.09784628875,166.83972517660743,534.3017638329799,616.6849499887267,222.62134126603425,365.47842388250024,413.8105513228002,3869.4857752471835,277.61771042987226,582.2613970394345,620.8419783630541,25000.4802030233,56.56745594038929
HAT-P-22 b,5302.0,1.11,1.13,155.6814593,50.1287115,9.763,2.7617,0.04556415398859393,6.966114094399143,110.0550601517031,0.9041979188421939,18.408472497732838,140.36350481369314,76824.05819099156,153.71539448304804,548.4527717623682,661.9402158134012,229.87078516791232,415.89638540720614,470.6372973176632,3400.3987819909325,331.6767197836074,660.780799372094,679.652407051177,30026.418480691642,47.09897596619787
HAT-P-69 b,7394.0,1.926,1.648,130.5056385,3.7105662,9.774,5.1264,1.0592997619561313,46.16346048829763,139.35862863473264,3.909882834502301,114.91775763901782,225.9623980484465,12306.310107576706,153.93850300683522,454.12799828537436,477.0355894045849,292.5073244239373,511.9435797376964,590.3375662597126,2762.4402733943716,138.3626548200086,358.2258025138055,438.2371102422252,28679.49539032794,49.31096391779731
WASP-8 b,5600.0,1.03,1.34,359.9008737,-35.0313349,9.789,4.288,0.13273814996913122,10.162802878771025,116.10976630281303,1.4214992101531427,32.89276227161601,182.15628243434887,42994.67313493023,159.2292236525625,520.9012033867034,609.095945727586,291.5039339263113,504.3425139633499,570.868860505368,2804.073666642874,283.5889444081613,584.0433825620862,615.2281735688782,34945.72406965023,40.46885849480269
LTT 9779 b,5443.0,0.949,1.02,358.6688767,-37.6282237,9.79,0.466,0.044445040975861966,6.795017558004126,107.35196925345879,0.3623507166386006,7.395471696463671,56.73403533745233,191226.95893073818,149.9399507808283,534.9820808788761,645.6821303598049,93.17715218060671,168.6792057138771,190.89285213589395,8384.042101620762,323.53032177909256,644.5511906466504,662.9592878712185,12161.731613254431,116.28389832512158
KOI-13 b,7650.0,1.74,1.72,286.9713876,46.8682463,9.791,3.18137,1.0428428664187042,45.44628176874505,137.1936037040692,3.033090530796093,89.55745009904945,176.30083744119008,15791.132516714046,151.54697045471494,447.0728309976915,469.6245381191876,228.49195455050477,400.0602897029338,461.34612582515194,3535.0010955179396,136.2131029760158,352.6605368331126,431.42881800720926,22378.620108989842,63.19485095530906
HD 219666 b,5540.0,1.059,1.02,349.5592665,-56.9039857,9.809,2.158,0.04367403430889512,6.677141553744771,105.48968985874774,0.7663088868797354,15.667146720538092,120.70432862513255,90266.18487712252,147.33887990411378,525.701523543145,634.4812130849366,198.64157639582393,359.7511028586813,407.14545191201057,3931.0888865534116,317.9179063198947,633.3698922547808,651.4586565374799,25912.974463863167,54.57550094626462
TOI-1842 b,6039.0,2.032,1.4643,201.9626552,9.0306437,9.815,4.3070829,0.3363874313237497,17.0205835565364,133.8850028101358,2.3083441748272304,49.207623972357545,194.97043779044787,28739.72462412596,185.64181116416202,491.53868408140823,547.4517563620201,297.719766920233,486.7990931302623,553.7058762745031,2905.127766938273,226.13746999134582,499.2387852738201,545.3977916074491,32010.87637285587,44.17915791809749
KELT-3 b,6304.0,1.7,1.96,148.6431193,40.3879446,9.816,3.0391,0.33607774968536985,17.004914236843845,133.76174693561762,1.9372518371934637,41.304866270696735,163.68177659986105,34238.424913540824,185.4709074535005,491.0861686458155,546.947766792086,249.96290140219457,408.71948356800266,464.89604368617626,3460.1080184076877,225.92928557158194,498.7791810479489,544.8956929380397,26874.80926618656,52.62227345934824
TOI-677 b,6295.0,1.28,1.181,144.1193594,-50.4630933,9.822,2.535,0.3342256376937516,16.911200786298593,133.0245909181449,1.7596662867979727,37.56163053274095,148.97733411923036,37650.48381327277,184.44878417365666,488.37981101661126,543.9335579710236,227.62179792071692,372.22876469326457,423.3965212824345,3799.312940090697,224.6841976731518,496.03042751322874,541.8927930197424,24466.002917357102,57.803212365751776
K2-232 b,6154.0,1.161,1.188,73.7667927,18.654323,9.822,5.19208,0.3342256376937516,16.911200786298593,133.0245909181449,2.518326406721413,53.755900627182385,213.2072185107962,26308.061922005625,184.44878417365666,488.37981101661126,543.9335579710236,325.7583490402796,532.7109659946344,605.9391192859489,2654.748358206952,224.6841976731518,496.03042751322874,541.8927930197424,35014.242004840635,40.38966664414964
HAT-P-1 b,5980.0,1.174,1.151,344.4453632,38.674919,9.827,2.85,0.33269001037812984,16.83350087660107,132.41339844089248,1.8573201432720046,39.683704817509415,157.50905321626988,35637.13541557011,183.60131899036088,486.135909611051,541.434410283649,240.75860955298327,393.7464646984246,447.878024166791,3591.685739848507,223.65186755713722,493.75137471786303,539.4030217956027,25872.00331090802,54.66192723378486
XO-3 b,6429.0,1.54,0.58,65.4695814,57.8172095,9.854,2.872,0.3245187246803135,16.420048892272437,129.1611585926038,1.8191940284582024,39.04916178929575,155.67558860561846,36216.2335264457,179.09183933913545,474.1957993538034,528.1360991981195,238.5026248666561,390.2474959338238,443.93010824001345,3623.888883614798,218.15869598705484,481.6242190454592,526.1546041699946,25597.061317860283,55.249059445207926
KELT-19 A b,7500.0,1.83,1.62,111.5095293,7.6157759,9.857,4.3944,0.9813385840854878,42.7659729370811,129.10226568158845,3.3579952503253674,100.86581224168933,199.5575045863658,14020.742320345684,142.60910650825141,420.70558574278425,441.92724918602255,259.86099358336213,455.6960362070497,525.6174097793365,3103.4142279230496,128.1795924513758,331.8614942125738,405.98421778615585,25340.770901783293,55.80783504394389
TOI-2005 b,7130.0,2.02,1.59,164.031654,-43.3766967,9.867,2.249,0.9723416178677435,42.37389214047975,127.9186489953517,2.380626210963519,71.69518032592659,141.94698083394405,19725.364465841,141.3016583609913,416.848533748776,437.8756358120997,184.97721782685323,324.45809147846535,374.2550531120473,4358.69407950012,127.00443488415965,328.8189697456661,402.26213210482786,18026.21709455242,78.45315270281944
WASP-69 b,4792.0,0.801,0.83,315.0259661,-5.094857,9.873,2.1869,0.04117402377239476,6.294925335293286,99.45119718656264,0.7274929137754317,14.957684997495443,116.9018707534908,94547.62301852828,138.90483532762218,495.60905856460107,598.1619276554061,193.73558152686383,351.37313963598194,397.72562229357453,4024.819779446438,299.71949327839576,597.1142215983938,614.1675399458909,25224.767276824317,56.064484038765656
