tmass_id,source_id,phot_g_mean_mag,bp_rp,parallax,parallax_over_error,ruwe,teff_gspphot,Assoc,assoc_age_myr,v_est,distance_pc
00055255-4145109,4995853014646189696,7.395556,0.75072956,25.753415493475273,1218.5216,0.9126392,5861.5894,THA,45.0,7.49651775391037,38.82980105117917
14060042-4112249,6110115067652803712,11.230146,1.2951918,7.184295005979765,441.95547,1.0520676,4845.35,UCL,16.0,11.44754194265437,139.19250241918817
05292409-3430554,4822948351549058304,8.332658,0.8130765,13.867237834294073,847.07153,1.0504872,5665.481,COL,42.0,8.445687324639776,72.11241430697694
00275023-3233060,2315841869173294080,11.703628,2.6841574,28.54764582026202,732.2358,1.8057306,,BPMG,24.0,12.10066782340709,35.0291581413077
04373613-0228248,3205095125321700480,5.1411705,0.39529133,33.4390324822182,430.31415,1.1452852,7250.282,BPMG,24.0,5.185713126027442,29.905171464867223
05251517+0030232,3221837251438378624,13.689723,2.6277962,9.2074123848244,524.78876,1.236542,3462.9512,THOR,22.0,14.089221857562125,108.60814724104178
04383907+1546137,3309970392669539200,10.505035,1.2358074,7.152028095500338,403.39038,1.07815,4959.2607,TAU,1.5,10.709077453124262,139.82047982014288
04320926+1757227,3314251749212034816,11.647849,1.6056671,6.967369417226147,338.8221,1.3389143,,TAU,1.5,11.933165119773559,143.52619189784838
04325323+1735337,3313476524795016448,12.689985,2.3443394,7.0165055966326,353.15408,1.2138712,,TAU,1.5,13.084712948449189,142.52108634815679
05333627+2102276,3402879022138140544,15.19207,3.1905499,9.303890680523363,254.81174,1.0395699,3284.0347,TAU,1.5,15.505264095926028,107.48191636574
05230197+2428085,3417279085408497920,15.864009,3.1554422,5.508874140959621,120.29842,1.0120205,,TAU,1.5,16.187001881772872,181.52529435457467
04183110+2827162,164518589131083136,10.3304615,1.5466175,7.7302819632223025,364.43094,1.1717143,5352.7993,TAU,1.5,10.603316240929828,129.3613874316117
04192625+2826142,164504467278644096,12.205316,2.1298752,7.734234067660837,304.172,1.32678,5442.269,TAU,1.5,12.580150192317209,129.29528525407594
03413724+5513068,445204047775833216,10.556917,1.861721,27.91989699490954,1924.6545,1.0703236,4114.354,COL,42.0,10.891691187307881,35.81675104970207
11594226-7601260,5224879500011370496,10.810322,1.4408445,10.090191773463124,1017.546,0.94415283,4584.1587,EPSC,4.0,11.060202593650349,99.10614411016127
00251465-6130483,4902014095262270336,10.689794,1.8299522,22.650932506281872,1832.6118,1.0200906,,THA,45.0,11.018928110495402,44.14829277879249
06191291-5803156,5495052596695570816,8.838295,1.0822353,19.945232970402884,1605.7023,0.923437,4877.927,CAR,45.0,9.008049416887788,50.13729353193915
13372347-4625405,6084002083108541952,5.8865156,-0.12707615,6.995443422601588,53.72426,1.1327784,12292.687,LCC,15.0,5.906134872618331,142.95019480382024
14022072-4144509,6110461521194069120,10.379963,1.0798149,7.369652572856613,477.97238,1.022862,5064.8516,UCL,16.0,10.549183515888764,135.6916069128048
11315526-3436272,5398663566249861120,10.439154,2.3959188,20.131055617489608,352.21884,3.3266878,,TWA,10.0,10.83671917641085,49.67449392625057
05361029-2842289,2907397747897070336,6.2404914,0.20999956,17.09759907465156,803.3185,0.9921722,8122.949,COL,42.0,6.266745387030345,58.487744134939575
05203182+0616115,3240923360251087104,11.271423,1.4782972,10.028806055976707,192.52231,2.8019316,5394.4146,THOR,22.0,11.529519707912105,99.71276684566514
05200029+0613036,3240921406042422400,11.113942,1.4475279,10.34319329574872,445.47034,1.5168635,4481.6777,THOR,22.0,11.365294546208533,96.68194061605926
05343491+1007062,3338010791036352256,,,11.329807402117874,61.133465,7.743528,,THOR,22.0,,88.26275368220917
05330574+1400365,3389588293083264128,12.828014,2.2708082,10.33103874213211,580.5552,1.0657191,3663.0935,THOR,22.0,13.217332049829286,96.79568772903671
04334871+1810099,3314282402395528192,13.095755,2.0286741,6.942133016150431,319.23718,1.4870583,3579.6348,TAU,1.5,13.457208602166006,144.04794573563535
04391741+2247533,146469246765971200,12.9154825,2.2816114,6.518629868982083,157.93732,2.2522502,6047.3677,TAU,1.5,13.305691990220941,153.40647039316485
04385871+2323595,146709146460303744,16.259193,3.9004583,7.990327490544827,107.01947,1.1197935,,TAU,1.5,16.217331911629334,125.15131591080933
04321885+2422271,147799312239072000,12.833715,2.7013063,,,,,TAU,1.5,13.22976269412569,
04035084+2610531,162535345034688768,13.161151,2.514164,7.731205645169136,287.64124,2.1342497,,TAU,1.5,13.562019749789245,129.34593204422814
04294247+2632493,151374198202645376,11.958867,2.1827278,7.269022601967917,155.61227,2.50907,6000.873,TAU,1.5,12.339732254180532,137.5700771282887
04141700+2810578,163184091252903936,12.774684,2.139058,7.601729484808871,203.93073,1.2576512,5576.3228,TAU,1.5,13.1506155320199,131.54901157669158
04554822+3020165,156901168277114752,7.6104255,0.19458675,6.975885376005191,51.600204,3.058292,,TAU,1.5,7.635580508896106,143.35097928066298
08470165-7859345,5209023133585929984,10.674513,1.5362082,10.11979870157036,908.67413,0.92314947,4532.0093,ETAC,11.0,10.945140679390724,98.81619481668375
11593752-7813188,5224176190526809728,5.2148805,-0.06283474,,,,,EPSC,4.0,5.232744625822836,
11275535-6626046,5236792880333011968,10.5245,1.1685991,9.153659346132455,774.8775,0.92346114,5030.8438,LCC,15.0,10.713459281233998,109.2459269223858
13444279-6347495,5864546021863527552,10.523007,1.5775318,10.109124837018435,316.17096,2.4953954,,LCC,15.0,10.802424018506164,98.9205313142555
02163059-5130437,4936685751336237056,3.5560112,-0.08851528,21.68624832752511,109.35082,2.390142,11884.809,THA,45.0,3.574392802471452,46.11217140452816
03365341-4957288,4832672020067562624,7.4915805,0.75242233,23.656924994753687,132.45285,9.442317,5895.4683,THA,45.0,7.592863038874414,42.27092068059422
13212590-4338034,6088297737601081856,6.6726594,-0.036303043,7.842819766413726,236.01657,0.8735766,10867.627,LCC,15.0,6.690240814463957,127.50516138116845
12360055-3952156,6147117722735170176,11.958519,2.2880745,14.148988632986038,643.58344,1.2472098,3561.4016,TWA,10.0,12.349246290390072,70.67642966852519
12354893-3950245,6147119548096085376,12.948065,3.0498466,14.040099766929071,436.41827,1.3319348,,TWA,10.0,13.29670214647987,71.22456510996186
05433580-3955246,4808165830030420352,7.9988194,0.73661757,18.658704227783907,1102.1431,1.0619664,5904.69,COL,42.0,8.097122701776811,53.594289710157966
11393382-3040002,3478940625208241920,13.363419,3.2020168,20.44891334626053,808.0151,1.3368253,,TWA,10.0,13.673270774653847,48.902354030605196
04431720-2337419,4895013367291153536,7.001385,0.55941105,14.472656065957576,26.782665,26.654848,6606.15,THA,45.0,7.068996088722264,69.09581734289873
01574896-2154052,5135093346121603712,7.9140987,0.83526754,24.205282560124612,994.30164,0.9669407,5564.8394,THA,45.0,8.031542029494332,41.31329586903413
05012558-2003067,2975145496872778496,4.8711514,-0.04392481,16.569102104367353,191.4172,1.1232183,,COL,42.0,4.888788179625643,60.353300601389606
05234246+0651581,3241058050425836032,12.013062,1.7657719,10.409554199086447,567.5604,1.4782002,5370.442,THOR,22.0,12.330328412116131,96.06559328811228
05274855+0645459,3238015740407127936,13.397768,2.9117699,7.869557407396276,23.859762,24.847984,3478.514,THOR,22.0,13.771698482820073,127.07194931447361
04321583+1801387,3314258999116827776,11.178263,1.7652874,6.960738913266592,346.13434,1.0647643,,TAU,1.5,11.495437740394417,143.66290884637013
04381304+2022471,3411215210060678784,12.402906,1.3804159,5.322663240384826,30.720785,9.671865,,TAU,1.5,12.639389875329183,187.87587244157504
04053087+2151106,53098994216894208,13.768498,2.52069,8.058593711405802,307.3207,1.3525997,3611.874,TAU,1.5,14.169413112297317,124.09113001746708
04335200+2250301,145203159127518336,12.181539,2.129115,6.237611682425368,304.96823,1.3563316,6089.875,TAU,1.5,12.556281478157324,160.3177707931909
05320210+2423028,3416676170784043008,17.202747,3.4944391,5.6500637495525785,48.89552,1.0792551,,TAU,1.5,17.402477556195873,176.98915345498335
05030659+2523197,3420008412568724736,12.642465,2.1104307,5.988246790823275,327.78693,1.1687304,5302.479,TAU,1.5,13.014910004553576,166.99378548199718
04410470+2451062,148063637410559488,12.384932,2.1091766,7.3037127466014296,20.156382,12.394203,,TAU,1.5,12.757219773691165,136.91666617985777
04382858+2610494,148449913884294528,12.381148,2.0589037,7.219288747537495,205.22838,2.0346773,5673.4297,TAU,1.5,12.746839334078985,138.51780071009085
04415515+2658495,148599305732728320,9.540855,0.85693645,9.096858187748866,516.6288,0.9684662,5645.843,TAU,1.5,9.66266404471418,109.92806300385593
04555938+3034015,157010573981545344,9.25113,1.3180761,6.370007441375602,210.0604,1.5143517,,TAU,1.5,9.47366530697786,156.98568788234417
02272924+3058246,132362959259196032,9.744398,1.5532999,24.423161288542683,1610.9294,0.8918295,4063.0632,BPMG,24.0,10.01867795209453,40.94474045295344
08441637-7859080,5209025366968905856,13.78434,3.128312,,,,,ETAC,11.0,14.114464012311409,
11582816-7754294,5224188216434490880,9.98152,1.4863873,9.345253725236647,113.769,6.215379,5102.004,EPSC,4.0,10.241380063111624,107.00619045789227
11571348-7921313,5199981334076455680,11.870272,2.0749311,9.735605695785337,293.58594,1.3799629,,EPSC,4.0,12.238128000095099,102.7157458146556
11583524-7749314,5224212027732828672,6.7195277,0.27131748,9.544831155241967,364.1465,1.0499506,7861.3623,EPSC,4.0,6.750822860609904,104.76874695167402
12120804-6554549,5860803662284763392,11.08981,1.4455767,9.193688480237752,706.5462,0.8152363,4579.111,LCC,15.0,11.340733366419627,108.77027236125578
12170631-6541348,5860789299912353024,6.0553756,0.023055077,9.424141879849339,267.0097,1.0211151,10665.958,LCC,15.0,6.073225234004246,106.11045681922467
12182629-6400109,6053327426740164992,4.0399103,-0.24205637,9.240241743219435,47.922478,2.2705624,15184.31,LCC,15.0,4.066648196757353,108.22227683965174
00182612-6328389,4901229043960053248,7.3391776,0.697855,23.35551119232331,1420.8917,0.9944434,6042.022,THA,45.0,7.430328430829942,42.81644669497487
11320835-5803199,5336687737963799680,9.5481205,1.1481123,8.88761332596487,801.7358,0.79614013,5185.172,LCC,15.0,9.732500783366818,112.5161461602445
13561996-5407562,6064911571962616576,6.508379,0.061222076,7.747308561178827,88.13696,2.2684865,,UCL,16.0,6.5270376213006776,129.0770842678093
10172689-5354265,5355751581627180288,12.063189,3.5279274,50.52132900230775,254.50108,8.877917,,BPMG,24.0,12.247080573370011,19.79362023422466
08375156-5345458,5318077507199948672,11.237159,0.92757416,6.663891498582875,571.43304,0.8172836,5555.0327,IC2391,50.0,11.37354383329751,150.06246728546785
12302957-5222269,6078760195785278208,11.255401,1.4010477,8.64348607296645,371.35968,1.3525867,4611.4595,LCC,15.0,11.496475058474784,115.69406042402511
13065464-4954225,6081542475600377472,4.224331,-0.26680326,6.796192761993987,37.82909,1.0596802,9999.6045,LCC,15.0,4.253300637972022,147.14120611649668
13065439-4541313,6134516941522596352,11.255184,1.5694323,8.965201067201377,440.64578,1.2793994,,LCC,15.0,11.532889351477658,111.54239514587542
03315564-4359135,4848412525451859328,10.456605,1.7154455,22.167463530873928,678.1245,1.8113875,,THA,45.0,10.764160506638852,45.111160264558066
05554314-3806162,2883892182159616256,7.3535805,0.63587046,18.95134446247427,1206.4574,0.9668157,6268.4634,COL,42.0,7.4337825197972975,52.766704862555216
00065008-2306271,2337191189529102336,6.094202,0.5283246,25.162805081468484,735.6987,0.93298024,6698.2095,BPMG,24.0,6.157008464261246,39.74119724578976
05064946-2135038,2962658549471532672,11.045983,2.6961164,50.581136773614574,487.17776,1.7531594,,BPMG,24.0,11.442343334009722,19.770216009096213
05264073+0712255,3334165249117507968,14.813534,3.1124964,9.372349279324183,58.576965,6.5761185,,THOR,22.0,15.14764001153205,106.69683450722907
04300399+1813493,3314508626912857472,11.245466,1.2921019,7.030804547661378,213.54396,1.6210467,,TAU,1.5,11.462167323069304,142.2312330290315
04215943+1932063,48192969034959232,9.668167,1.6332026,6.890082843106112,182.5639,2.2956004,5832.165,TAU,1.5,9.959183708333615,145.13613591751692
04573066+2014297,3408608886467493376,10.874742,1.1582022,8.150238900733584,390.18787,1.1557938,5753.196,TAU,1.5,11.061375619227354,122.6957899246355
04583974+2046441,3409036871368311424,11.520374,1.5657911,8.011749920863426,412.16443,1.0489107,4303.7427,TAU,1.5,11.79730826563924,124.81667674073256
05074953+3024050,156430817820015232,13.035076,1.2287035,5.454096456582266,16.405787,16.422132,,TAU,1.5,13.237521140610419,183.34842589612654
04553695+3017553,156900622818205312,10.340373,1.249609,6.359827108369882,302.34366,0.9673858,,TAU,1.5,10.547518695587359,157.23697876691412
08411947-7857481,5209038595468151168,5.442643,-0.1317215,10.16790816850499,152.86343,1.0133097,,ETAC,11.0,5.462449477585368,98.34864589921176
12014441-7819267,5788622854149598336,15.220418,3.3571548,9.785612501253713,316.82895,1.2174331,,EPSC,4.0,15.477977838002245,102.19084394276618
11432669-7804454,5200220890172379264,14.900703,3.0596342,6.517434274150045,15.864616,20.490625,,EPSC,4.0,15.247199818176597,153.4346121396694
11550485-7919108,5199985216726016896,14.803041,3.3702726,9.807273711224978,376.5376,1.19589,3412.137,EPSC,4.0,15.055556975784906,101.96513622898519
12202177-7407393,5841334609821849472,11.975946,2.1992798,8.419551643554382,24.23273,11.496256,,EPSC,4.0,12.35855613418387,118.77117004983913
11404967-7459394,5225172897817489024,16.398369,3.8435783,10.404351337759383,228.34418,1.014964,,EPSC,4.0,16.397147613281042,96.11363241558448
12282540-6320589,6053744657018593280,9.117712,0.9972811,9.308154194139735,790.47754,0.87659484,5552.5996,LCC,15.0,9.268927851002719,107.4326852717571
12135700-6255129,6054414843716969344,10.833026,1.4363785,9.54888690532433,950.5248,0.7935536,4564.8545,LCC,15.0,11.081922081082855,104.72424795841005
12393796-5731406,6061045208061223680,9.965316,1.0277557,8.861070051208424,666.80774,0.8038641,5798.0547,LCC,15.0,10.123130807776475,112.85318750680969
12123577-5520273,6075815841096386816,10.242618,1.1572466,8.8898811059584,703.5469,0.8592243,4944.768,LCC,15.0,10.429038097917598,112.4874436543088
08400624-5338069,5318096125872352768,10.308978,0.78684044,6.449360919217498,387.2629,1.3518342,5920.273,IC2391,50.0,10.416867436044326,155.05412280777273
14214378-4652082,6092937607953160192,10.816517,1.219141,7.776382321052276,530.9263,1.0267178,4866.666,UCL,16.0,11.016812784318946,128.59450046492609
05064991-2135091,2962658549474035584,9.562048,2.2374916,50.43438300751032,2520.1572,1.2776396,3465.3662,BPMG,24.0,9.948412286022583,19.827743304623898
05442447+0502114,3320524914022156288,13.952988,2.593092,8.326177793067156,172.81813,3.3826385,3476.0325,THOR,22.0,14.35340210631473,120.10312833250525
02412589+0559181,18211043587721088,9.809756,1.602047,22.575269610541906,1044.3389,1.1569407,4052.106,BPMG,24.0,10.094317346935734,44.296259457873006
05351761+1354180,3341625121978020736,12.808421,2.2027922,8.908517709807894,231.64133,1.0102413,4636.402,THOR,22.0,13.191391962412915,112.25212011410642
04311578+1820072,3314328822401984768,14.429278,3.1036882,7.022275583478115,229.49477,1.3471365,3465.511,TAU,1.5,14.765546957999401,142.4039811756722
04270597+1812372,3314450009199016576,9.294981,0.80218124,7.860826213291088,80.291756,5.2675624,,TAU,1.5,9.405865383619698,127.21309094827711
04271056+1750425,3314376204481063680,9.931384,0.95193577,8.4114783769943,403.79752,0.98859847,5409.863,TAU,1.5,10.072906698738176,118.88516562499126
04003106+1935207,50447448908539264,9.993642,1.2266712,7.340865490937065,318.82584,1.4793258,6004.2046,TAU,1.5,10.19563004261788,136.2237192923078
04073502+2237394,53515017631040384,15.692731,3.5292187,7.917160253100115,125.07485,1.1686568,,TAU,1.5,15.87599826663654,126.30791445814563
04144730+2646264,162757545164429696,12.721832,2.4899235,7.844095665315957,302.09512,1.2507628,,TAU,1.5,13.122402514988663,127.48442174432869
08440914-7833457,5209140815689766144,16.21525,3.3210297,10.044052537051956,255.57332,1.1572522,,ETAC,11.0,16.486189915676995,99.56140674404631
04480518-8046452,4622453093418397952,8.016187,0.687449,16.00682557258298,918.05457,0.9572881,6101.433,THA,45.0,8.105456232929603,62.473348976378745
12000931-7811424,5836666564480769280,12.055409,1.9985027,9.980166861301909,310.11124,1.5535169,,EPSC,4.0,12.412441565024409,100.19872552206512
12392124-7502391,5838361599097855104,9.9754,1.2168446,9.695927122101889,968.365,0.9003357,4845.105,EPSC,4.0,10.175179911554716,103.13608873157655
12023768-6911322,5859187277060333184,5.876527,-0.101041794,9.635792485731958,236.3971,0.73286736,11587.739,LCC,15.0,5.895249267813554,103.77973596678567
02393538-6816008,4695167130257543424,4.112274,-0.056458473,21.323382292237085,105.72165,2.626858,10426.348,THA,45.0,4.130047202870935,46.896875284370644
12205449-6457242,6053025507724358784,10.546327,1.3804598,9.385654236308175,677.52026,0.99887353,4789.3926,LCC,15.0,10.782819872341724,106.54558273961598
12430918-5610344,6073260816590518656,5.9790106,-0.099004745,8.094551193691542,197.82121,0.8737279,11925.801,LCC,15.0,5.997673607730291,123.53989443903279
12143410-5110124,6126585034583698944,10.267543,1.1289482,8.424685790211516,569.04846,1.0136815,5134.9336,LCC,15.0,10.447651215032073,118.69878888087212
13475054-4902056,6094529696485204864,10.629584,1.0705042,7.141620365332269,113.21989,4.2523055,5782.9614,UCL,16.0,10.796754098387375,140.02424503748796
13584075-4448130,6107651444350934400,3.8492305,-0.28353953,,,,,UCL,16.0,3.8798551391787943,
14060276-4110466,6110115278109271808,4.30829,-0.2842698,6.488206301970395,29.983706,1.0065709,18871.334,UCL,16.0,4.338989522865168,154.1258020257943
10120908-3124451,5460240959050125568,12.710987,2.970787,18.787173693776438,294.50015,2.5892277,,TWA,10.0,13.075209810359478,53.227804048634866
05322933-2043333,2965432033197734016,10.245949,0.88751507,6.924627544573496,255.96967,1.8623626,5715.04,OCT,35.0,10.374005404937183,144.41209921588532
03164066-0331489,3261733202649972992,7.3649883,0.6924844,20.36668690643041,671.6443,1.3322364,6067.863,THA,45.0,7.455166088562419,49.09978754002784
05270634+0650377,3238063569162793472,15.8776,3.3356628,9.19369455961614,213.93329,1.04283,,THOR,22.0,16.143209733190872,108.77020043634694
05343491+1007062,3338010791034028288,9.533171,1.0838814,10.497585130133448,443.98395,1.2489777,6206.809,THOR,22.0,9.703288341358052,95.2600038583624
04594617+1430554,3392562712554107392,11.380186,1.3326149,6.428582071987878,143.2773,2.0466452,4731.6265,TAU,1.5,11.605982371395593,155.55529801158391
05002431+1505252,3392806018157943040,9.691408,0.7420845,8.45262082398293,557.47906,0.860378,5960.201,TAU,1.5,9.790738020726344,118.30650171396113
04382765+1543380,3309969804256882688,12.773852,1.5307636,4.895590794894351,317.51404,0.9954427,4888.5938,TAU,1.5,13.043312079219517,204.2654384110101
04323034+1731406,3314132593936905600,11.454188,2.0384226,8.591408848333849,18.182549,6.4424753,,TAU,1.5,11.817030191249671,116.39534535641756
04355277+2254231,145213187879627776,13.033619,2.5398235,5.839485649629841,119.18103,2.7721283,10354.442,TAU,1.5,13.434582611732345,171.24795915259915
04391779+2221034,144936836795636864,11.5911045,1.6385603,6.36187568237751,241.01266,1.3618585,4911.335,TAU,1.5,11.88322140021645,157.18634722303906
05361898+2242426,3404243928385333376,15.459005,3.327096,9.221055028265846,232.85516,1.0198504,3312.293,TAU,1.5,15.727750495153195,108.44746039738845
04270469+2606163,151262700852297728,11.876411,2.0941505,7.983639610729644,67.53785,6.89154,6196.1562,TAU,1.5,12.246788167326098,125.25615493164872
04173372+2820468,164698634160139264,12.479533,2.2111511,7.915844179361858,388.23254,1.4416374,3715.3027,TAU,1.5,12.863350527808588,126.32891418039709
04554582+3033043,156917493449670656,7.1112337,0.27001905,6.41270938818611,172.38979,1.3687904,,TAU,1.5,7.1424112900130075,155.94032716378226
08431222-7904123,5209024611054646272,6.0057635,0.3329954,10.1369939989022,475.8407,0.94295657,7416.6216,ETAC,11.0,6.043160040908527,98.64857373973945
08385150-7916136,5208993000095283968,14.776999,3.5287828,10.082684721832555,277.9122,1.502447,,ETAC,11.0,14.960477786438933,99.17993347889265
12163007-6711477,5859687932830033024,10.409231,1.4599867,9.250353612399303,235.58798,3.0254488,,LCC,15.0,10.663320652932468,108.10397546960648
12311264-6154315,6054752668651631872,7.873926,0.670773,9.334822037980725,336.00018,1.4555125,6123.14,LCC,15.0,7.960216475327078,107.12577014658507
12543563-5710405,6060547163656965120,3.9990456,-0.25461626,8.015184957947573,37.52667,1.9271271,16427.912,LCC,15.0,4.026884362931349,124.76318453617661
12543689-5710070,6060547335455660032,5.1472073,-0.11815262,8.266773469896965,70.67837,1.2697036,13747.829,LCC,15.0,5.166490251204324,120.96617908322385
08421822-5354082,5317887321743547264,9.267728,0.56771755,6.67848924080333,544.6536,0.9158063,6630.002,IC2391,50.0,9.33665434362738,149.734462981588
02414683-5259523,4742040410461492096,9.750537,1.740201,22.93705092275966,499.93668,4.115048,,THA,45.0,10.062911399147366,43.59758381177651
05332558-5117131,4793327233418050176,11.120954,1.8092527,18.559930069813927,1566.575,0.9670179,3750.05,THA,45.0,11.446327723026842,53.87951335152986
14204893-4748442,6092826866514188800,11.021692,1.65557,8.198911591591559,31.629654,17.40577,,UCL,16.0,11.31728231947043,121.96740857964072
06004130-4453500,5570953464908732928,8.895731,0.90889645,18.479933308300925,1592.2242,1.0123649,5432.6123,COL,42.0,9.028213577281708,54.11274939779215
12350424-4136385,6146107993101452160,11.965912,2.5615425,17.396415273882155,674.6856,1.286942,,TWA,10.0,12.366774707983176,57.48310696522259
05332406-3927047,4808768293682969728,8.916132,0.48556614,6.731305994507213,579.6125,0.9639521,6971.4443,OCT,35.0,8.972649084206903,148.55958127828478
14230223-3930425,6116497702589633152,4.362966,-0.26522493,8.328745017956468,46.16341,1.4154401,16531.592,UCL,16.0,4.391785819506059,120.06610814042654
14264988-3952264,6104499385029860864,6.34189,-0.11521292,7.092221650726575,127.669556,1.1089302,12170.464,UCL,16.0,6.36106868964811,140.9995413633968
10423011-3340162,5444751795151480320,10.642358,2.5189972,29.32767206565099,1074.9917,1.1870896,,TWA,10.0,11.043262035649388,34.09748983013265
05373962-2837346,2907308172059100544,7.1677747,0.54603195,16.996029742112846,1047.6628,1.0323522,6595.956,COL,42.0,7.233294512600981,58.83727053749471
11220530-2446393,3534414590303807232,9.0262575,1.606329,23.752130820548242,60.922424,9.3544,,TWA,10.0,9.3117114434368,42.101485864791904
01351393-0712517,2477870708709917568,11.97222,2.8299637,26.82316957306465,581.8751,1.4883922,,BPMG,24.0,12.356999718523294,37.281201883172756
05373000+1329344,3341538436653898240,16.149885,,8.486357843603244,27.89635,2.4938166,,THOR,22.0,,117.8361811308451
04525015+1622092,3405202462003760384,12.055041,1.6737719,,,,,TAU,1.5,12.35431291056226,
04162725+2053091,49366530195372416,15.639832,3.5876932,7.237570197634563,135.32832,1.0780097,,TAU,1.5,15.793711017410455,138.16791722819178
05234996+2435236,3417304335519678976,17.647633,4.0145397,5.6450138892774495,40.766636,0.9026793,,TAU,1.5,17.517122119130214,177.14748264826645
04392090+2545021,148378033311467904,14.321901,3.1590805,,,,,TAU,1.5,14.643908898099436,
04382134+2609137,148449845165337600,16.240765,3.4459991,7.175215078192235,120.84958,1.0795709,5933.19,TAU,1.5,16.462186590961995,139.36864457754288
04245708+2711565,152226491513195648,12.423383,2.0232954,7.729192506935455,448.5681,1.3002605,5804.1216,TAU,1.5,12.784062349156963,129.37962136441723
04202412+3123237,166295842301421952,12.20412,1.3976374,7.19751593185719,484.64487,1.040941,4779.53,TAU,1.5,12.444436304768203,138.9368234079015
08423879-7854427,5209038423669475712,13.0016165,2.502389,10.193333540815678,654.2556,1.5248443,3528.8574,ETAC,11.0,13.402365363094605,98.10333351654255
03481148-7441388,4629074455519836032,7.0379047,0.52962637,17.50952083896851,1164.4917,0.9296976,6652.395,THA,45.0,7.100908512014097,57.11178559349487
10412300-6940431,5232233789697993728,10.022018,0.92176723,10.6218190220969,927.8053,0.89336693,5743.798,LCC,15.0,10.15718672197795,94.14583301783516
10453396-6442138,5239801693894341120,8.105319,0.19745159,6.642145304520261,349.30182,0.8429051,9155.942,IC2602,46.0,8.130673093993465,150.55376751837358
02072611-5940459,4714764481913306496,7.3844132,0.69261456,22.025537666084354,1342.3635,0.99613184,6043.3687,THA,45.0,7.474614536571881,45.401842858975144
12094184-5854450,6071087597518919040,10.038877,1.1960211,9.482867807273044,743.59064,0.90944713,4991.474,LCC,15.0,10.233981038112738,105.45333124152941
14295836-5607524,5892612705441275904,6.932966,0.3092842,7.122313667202276,268.0683,1.0594453,7744.0347,UCL,16.0,6.9678989521959664,140.40381352550162
02071805-5311565,4743944043046490240,8.516792,0.8914099,20.163014924466008,1287.4982,0.9829689,5543.9644,THA,45.0,8.645651742666868,49.59575756632456
13203782-5244522,6068270408181443712,5.4336877,-0.17360306,8.390239075294566,83.574455,1.0775884,,LCC,15.0,5.455556606775324,119.18611508276858
08435230-5313598,5318316096918509568,9.61765,0.6281023,6.7028053364128315,546.38873,1.0663567,6327.6626,IC2391,50.0,9.696525032330195,149.19126392758622
14085188-4328147,6097682722176452992,6.1776886,-0.07389307,6.244573618860454,44.226746,3.1514063,11886.831,UCL,16.0,6.195745898678709,160.1390360712067
13493028-4141156,6112195451032545024,3.3789372,-0.26299977,8.047561685737936,23.192965,5.006055,19970.54,UCL,16.0,3.4075473373109064,124.26124073981586
13375730-4134419,6112762833391909760,9.80577,1.0870924,10.219596486361638,632.8018,0.9917247,5009.499,UCL,16.0,9.976596463976604,97.85122155601059
14364413-4012416,6104959942962995840,5.72136,-0.1415968,7.332197839861303,90.85105,0.6996342,,UCL,16.0,5.741591641665298,136.38475418155332
11211723-3446454,5399220743767211776,10.889503,2.0240326,16.709278513153023,1018.401,1.2498714,3807.1377,TWA,10.0,11.250288611340197,59.84698855865208
10120908-3124451,5460240959047928832,12.7014,3.0775404,19.033189722854296,293.68015,2.564414,,TWA,10.0,13.043856318748524,52.53980097719721
04384393-2702018,4891725758804030208,8.333164,0.80996084,18.399654063709455,1229.0612,1.0271124,5756.6396,THA,45.0,8.445578792589787,54.34884789341498
00141025-0711569,2431157720981843200,7.2077065,0.66895914,21.8769778388611,880.0465,0.9760071,6134.9873,COL,42.0,7.293675398676528,45.71015280838531
05315786-0303367,3216729878197029120,12.701064,3.2171574,26.30171320446553,301.4197,3.949377,,THOR,22.0,13.006396049912366,38.02033701098296
04570064+1517531,3392859619350454272,10.140719,0.90791607,8.257116071051028,270.4783,1.4605267,5841.8457,TAU,1.5,10.272998094815126,121.10765930806546
04341803+1830066,3314297172786614272,12.40069,1.3699303,3.9585179912333426,7.1110973,39.74723,,TAU,1.5,12.634834687384977,252.61979412866916
04584626+2950370,156728858488206080,7.6539664,0.28339672,6.401440951320787,123.475876,1.0086731,,TAU,1.5,7.6863771040269295,156.21482844322318
01231125-6921379,4691426694779173376,16.500856,4.6995287,22.462199959132697,289.19064,1.2921937,,THA,45.0,15.616232906626047,44.51923684320241
10445962-6502190,5239701569617071872,10.700294,0.8872566,6.466138948470201,574.97723,0.8535674,5794.879,IC2602,46.0,10.828296935936569,154.65179575774292
10385139-6429522,5239789152588893952,7.16922,0.00020360947,6.355620131985455,50.21975,3.9105747,11019.779,IC2602,46.0,7.186821374643999,157.3410586588356
12074236-6227282,6057456092878899072,10.525362,1.3243103,8.961385405858199,782.1612,0.7985977,4767.447,LCC,15.0,10.7492960304284,111.58988869581307
01232126-5728507,4909846500703006976,8.389969,0.8892641,22.09092560472709,1404.4208,1.0704241,5377.629,THA,45.0,8.518385822029773,45.26745587274155
12333381-5714066,6073105991611649024,10.47762,1.255825,9.797880439335966,770.8274,0.8734321,4815.5806,LCC,15.0,10.686163807072575,102.06289066207194
