# primary diameter: 35.0 cm
# duty-cycle efficiency: 0.6
# instrumental resolution = lambda/FWHM = 3000.0
#
# SNR stats are per HWHM! resolving element
# Number of transits (for stats): 1
# total in-transit time (for stats): 2.5 h
#
# Wavelength ranges per band (angstrom)
# NUV  0.2397 0.3252
# VIS  0.45 0.82
# NIR  0.9 1.6
#
target,teff,r_star,m_star,ra,dec,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert
#name,  K,  R_sun,  M_sun,  deg,  deg,  ,  h, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ppm
Gaia DR3 66747816167123712,4875.5869140625,nan,nan,57.426245257389006,24.462799736001266,12.091744609682593,2.5,0.026191819683285118,0.8156289905020495,12.885820759574925,0.08173096422737346,1.9996121251814447,29.201634176129733,707243.9422444338,17.997800542433826,64.22209859127824,77.50341477046416,56.6108457111436,116.50736922236894,135.2180092794583,12138.404392892016,53.661968827901624,77.3719870635512,79.57725055079709,6927.429814275986,204.14693476340912
Gaia DR3 66481871793680896,5850.11279296875,nan,nan,57.88465444700706,23.912105719740296,12.103385325517884,2.5,0.036556475728977356,1.4561736859654137,14.237975583540695,0.11638652401895176,3.5542996332022287,32.42910449487353,397888.1097030546,21.22696934069961,61.166637289883866,70.5844719452114,62.02146290201722,112.6054115781046,131.20917013566302,12559.01952271786,46.52439000727733,66.65004799164353,71.06027673446162,6178.3196513002,228.8993840057272
Gaia DR3 64840296634010624,6436.38330078125,nan,nan,56.002188756880585,22.89745312577857,12.111987311989662,2.5,0.046797311441423954,2.0520100119970035,16.14124247327231,0.1750140687316836,4.894500646391807,35.433272146389434,288939.2942292579,22.680995727492657,59.26511118270294,66.00105580450561,60.711806659158334,109.57285664390234,128.58673214258224,12906.604844383195,41.20825838493982,60.19232503524608,65.75342879297169,5692.763125839336,248.42304714102872
Gaia DR3 69861461297301248,4412.62890625,nan,nan,56.578632437509214,25.271658657936293,12.120511207796202,2.5,0.00013957437122301292,0.028450667164359053,1.9357113315408396,0.0004950118898381605,0.06444991031028827,5.069724039339694,21942832.124427978,8.495144430705931,81.2360686429298,182.3539041043701,25.94535676096888,145.01272830679397,178.11157321664723,9752.340907490105,168.97030262630497,261.2816815783634,353.563320073924,16524.253950000122,85.58410967613365
Gaia DR3 64983649759863680,6910.10595703125,nan,nan,56.58176505929883,23.52136285471627,12.12468972656823,2.5,0.12154664296803872,5.2969082517103825,15.99034955686398,0.2854547827556706,12.316997997987139,35.440305261669536,114818.03947716871,17.66327996662103,52.114918057310675,54.73622911170655,51.03337140573342,102.78464114866462,121.85588324390523,13758.996933477825,25.06251737995483,41.10630170627204,50.28439681284728,4146.974090682562,341.0230041105287
Gaia DR3 66670021422348288,7552.76318359375,nan,nan,57.93270235402956,24.73038418172,12.13834453230218,2.5,0.12002757895499937,5.230708622423538,15.790505579485359,0.2818931220584727,12.173298395839442,35.07160682028262,116173.40809262027,17.442528061884435,51.46359692963318,54.05214739770202,50.570474761600224,101.99816430485764,120.95740364048402,13865.088376945854,24.74929138458057,40.59256391717031,49.65595314915945,4102.678623726616,344.7049335510741
Gaia DR3 66742176872237184,4364.0068359375,nan,nan,56.89151492931364,24.50420022617137,12.149789963692902,2.5,0.00013586080317076586,0.02769369804659843,1.8842090700855685,0.00048184145514454884,0.06273576295636678,4.938633068421372,22542382.458258968,8.269119432845203,79.07467134227124,177.50212776068525,25.370473441486016,142.8059035193987,175.49020974554412,9903.046915570889,164.47461540154242,254.32992319432267,344.1562818163414,16242.468542769613,87.06888110321364
Gaia DR3 69902761702736640,5015.646484375,nan,nan,55.90696461455854,25.331702783575015,12.15014671124836,2.5,0.024820174560249722,0.7729151378352044,12.211000399061419,0.07745272226984604,1.8960459317244474,27.884170704627838,745875.1598316359,17.055269796654926,60.85883748956711,73.44462152226772,54.49116035262786,112.83475637941574,131.08163972117043,12533.492407407615,50.85173346719313,73.3200765816306,75.40985214387295,6641.172998501839,212.94635190080476
Gaia DR3 65223618172733952,4960.64111328125,nan,nan,56.664208814994886,24.029479832481183,12.153359294985938,2.5,0.024746842715578567,0.7706315401637163,12.174922684040933,0.07722398987663606,1.8905054775625438,27.81321331625941,748061.0763405253,17.004879562995736,60.67902848754665,73.22762749733333,54.37633481940465,112.63539154915625,130.85708877989887,12555.676709801335,50.701490711614476,73.10345052792941,75.18705179447713,6625.70626326543,213.44344379011312
Gaia DR3 65163797868281088,5557.9150390625,nan,nan,56.358294965270254,23.430022924426066,12.154415541611424,2.5,0.024722779726144395,0.7698822042253209,12.163084202693026,0.07714893387611062,1.8886873640874486,27.789917788075353,748781.1848926074,16.98834459560791,60.62002626095341,73.15642343922337,54.338622177685636,112.5699036014876,130.78332732529242,12562.981020038882,50.65219030390944,73.03236721528737,75.11394245872424,6620.627372389225,213.60718294930103
Gaia DR3 68272666995254144,4709.84423828125,nan,nan,55.651074586725485,24.33155881329528,12.166988055245229,2.5,0.024438148188865992,0.7610186072617398,12.02305151247745,0.0762611212637353,1.8671786948200424,27.51392464681143,757406.6511665056,16.792759038820797,59.922112375231826,72.31417893856653,53.89125249973617,111.7926768322945,129.90789685658024,12650.323817673889,50.06903537746427,72.19155096477547,74.2491611861532,6560.413253271316,215.5677558373179
Gaia DR3 68302761829098880,4727.59912109375,nan,nan,56.031128969816905,24.519906069960577,12.1698660149491,2.5,0.02437345579559354,0.7590040472939328,11.991224224633502,0.07605933375125443,1.8622893502246036,27.451082218560288,759395.1832471858,16.748305434420292,59.76348722779696,72.12274965076152,53.78924055537499,111.61535232117632,129.70816400219258,12670.421523229672,49.936493185544556,72.00044629637475,74.05260963492758,6546.691865651552,216.0195700966212
Gaia DR3 66661057827836800,6211.84375,nan,nan,57.91949108083921,24.66911910479484,12.171484950794875,2.5,0.04430184849668816,1.9425867398166146,15.2805119904012,0.1656905236934478,4.640413596047942,33.850492360849834,304760.24024615507,21.47153341770774,56.10480379929267,62.481554704966136,58.43585940324539,106.00649548999516,124.54046664387197,13340.81987934945,39.0108312539938,56.98257404621835,62.247132384307925,5444.358896302583,259.75759300760416
Gaia DR3 64906851447215360,5331.3759765625,nan,nan,56.94702901273559,23.05642547639656,12.181879820507485,2.5,0.024105247106643055,0.7506518676875584,11.859271228096109,0.07522273625978902,1.8420156019907292,27.19009295653699,767753.3028736056,16.56400489532643,59.105842013638416,71.32910149969251,53.36498499079403,110.87748932293141,128.8770446199821,12754.74012812636,49.38698549650765,71.20814398738122,73.23772505269541,6489.662377924411,217.91789464791898
Gaia DR3 69893484573366784,5810.80712890625,nan,nan,56.049270630885495,25.398004370159367,12.18763967543624,2.5,0.03382692966697548,1.347446215090342,13.174875013533438,0.10770183282764856,3.293940736849591,30.366978657550977,429337.88897661987,19.642024692268592,56.59953527550239,65.3141726727951,58.76435029432537,107.47382777341828,125.41633884134987,13158.678644577647,43.050574137473966,61.67351859705476,65.75445075814727,5804.848368503987,243.6262711092251
Gaia DR3 68301529175441408,4470.07763671875,nan,nan,55.8944210825084,24.593812049149633,12.188547808545485,2.5,0.00013109648268811897,0.026722544853298023,1.8181342666346096,0.0004649444488244025,0.060536547870819093,4.770158468175239,23361318.279841978,7.979140762265438,76.3017076357265,171.27754345625786,24.62594828251124,139.9267036473021,172.070667284299,10106.816822739913,158.70687547402187,245.41116786426835,332.0875262634372,15875.04560250089,89.08406298689975
Gaia DR3 65010239900405504,4868.24267578125,nan,nan,56.77834370556732,23.71495241087836,12.194373747784272,2.5,0.02382944990688582,0.7420633772985216,11.723584844903254,0.07436246009298715,1.8211632378603206,26.920958879756228,776544.0971862855,16.37448988447897,58.42958984146456,70.51299841774595,52.926479913568336,110.11416889096677,128.0172264758862,12843.157030712606,48.82193041766408,70.39342482583328,72.39978469071683,6430.7791297847725,219.91325371804933
Gaia DR3 64980278208557696,5633.93798828125,nan,nan,56.667776381106805,23.49753520641864,12.206830029689218,2.5,0.03200073763182652,1.096178858051883,12.523815777275026,0.10569045883578256,2.695609315173586,28.669546389908813,524635.9531451707,17.70774133813048,56.19114547806221,65.69822382626381,54.67055994080122,107.16875842656431,125.03829891495383,13196.136477984512,42.80276039055522,62.99756507788839,66.35965734933482,5901.049464366482,239.6545853263612
Gaia DR3 66848765078258432,4960.9921875,nan,nan,57.00305336956092,25.18744485617894,12.209167984984454,2.5,0.023506952084192973,0.7320206014722224,11.56492274395632,0.07335650271170131,1.796773512127749,26.605267326242135,787085.0459601755,16.152884377172455,57.638828175612446,69.55870494684646,52.410793648423414,109.21559714824711,127.00502522946785,12948.82415424117,48.16119480182392,69.44074961398695,71.41995624241343,6361.612966762552,222.30424418491364
Gaia DR3 66658996243552000,4827.0361328125,nan,nan,57.913750384057074,24.548696125636305,12.210146719843642,2.5,0.02348577133456784,0.731361020211977,11.554502263572626,0.07329043384562792,1.7951714205164888,26.58449623703428,787787.4760095121,16.13832995095458,57.58689317426045,69.49602963664671,52.37681318697326,109.15635221116054,126.93828708947791,12955.852167332694,48.117799545599674,69.37818058648872,71.35560386674217,6357.058457077898,222.46351389116472
Gaia DR3 69915646604877952,5326.22119140625,nan,nan,56.35059027599762,25.501098182569308,12.217369747869425,2.5,0.023330047172247063,0.7265116763005447,11.477889272651609,0.07280468370360452,1.7833916739524087,26.431642003244836,792991.0086654552,16.03132354792579,57.20505897463089,69.0352310175331,52.12655758314625,108.71989733183496,126.44662476731376,13007.863298993298,47.798750879059654,68.91816337431104,70.88247520169865,6323.5277899202365,223.64313233941425
Gaia DR3 68384778525410432,6068.482421875,nan,nan,55.457201772940536,24.986695715984716,12.22437046120618,2.5,0.042195646313983856,1.8502321187267055,14.55404461264769,0.15782054041990937,4.425377962384675,32.49405486258311,319568.9892239231,20.45073198198965,53.43746452944029,59.511051410770726,56.467478030540505,102.91237538122672,121.02931134290068,13741.919347739358,37.156175055112776,54.273503749947835,59.28777401566753,5231.144894212135,270.3449418764552
Gaia DR3 66517743360422528,4981.87890625,nan,nan,57.13756134472216,23.909834989727493,12.226273477369856,2.5,0.02313950824075887,0.7205781795744567,11.384148152387073,0.07221033213833897,1.7689761617653565,26.24427360026718,799453.1486290778,15.900394054444229,56.737859284365726,68.47141307683177,51.819326717489375,108.1837489311878,125.84264535584231,13072.329035968527,47.408373489261635,68.35530153727665,70.30357062484737,6282.392015148464,225.10750029018598
Gaia DR3 65064768804981888,6069.80859375,nan,nan,56.06483808780124,23.171275858547453,12.230655594894412,2.5,0.041952088861487734,1.8395523955626065,14.470037224705477,0.1569104227570873,4.400477054081345,32.33595358807035,321377.3290924091,20.33268833013632,53.129018188038266,59.16754772394205,56.236927516414525,102.54933494946754,120.61728992141452,13790.567857606942,36.941705930180234,53.96023170730595,58.9455591080922,5206.2730052310535,271.63645873970694
Gaia DR3 64886514779652736,7168.31787109375,nan,nan,56.85051767265799,22.88649986765788,12.236144008416536,2.5,0.10968853995428893,4.780141336809411,14.430329406237345,0.2576478278908176,11.189002505369713,32.52402091655514,126393.17595061759,15.940048552817425,47.03058128102288,49.39615695881704,47.34838506433423,96.49920619200616,114.67357531479563,14655.18337590477,22.61741560159022,37.09596667566631,45.378645877810676,3797.1615012122397,372.43966629325854
Gaia DR3 66717575300452224,4909.55029296875,nan,nan,56.89811475608098,24.21536470594741,12.240388833099184,2.5,0.022840624961159586,0.7112707747982595,11.237103906682828,0.07127801171944635,1.7463588044200637,25.94960350980858,809806.9874264651,15.695015363053447,56.00500025884489,67.58699668015342,51.335097900295786,107.33797708708111,124.88983902653631,13175.33272707173,46.79601950137612,67.47238490443858,69.39548902098329,6217.622496726384,227.4524648477271
Gaia DR3 68298883475605760,5672.7880859375,nan,nan,55.76784477147831,24.485676438216032,12.248378289516214,2.5,0.03079928859172934,1.055023461825284,12.053616414464207,0.10172473976348759,2.595922311459623,27.74177458374927,544782.6986694059,17.042914512019227,54.08148167676795,63.231622310377155,53.1959739393617,104.71134606086846,122.26427806305792,13505.829268501773,41.19575570283836,60.63235822040606,63.868222697395964,5721.387186878064,247.18018833204957
Gaia DR3 69866855776219776,4813.95751953125,nan,nan,56.4377186960607,25.381376713020146,12.249790926385876,2.5,0.022643687127154748,0.7051380124059033,11.140214661855568,0.07066368886244563,1.7314526871145342,25.75493145093413,816778.63501421,15.559688841317351,55.52211051904254,67.00424394218255,51.01448051453299,106.77746376802419,124.25836905951785,13244.494788202664,46.39253199889664,66.89062037913261,68.79714298970178,6174.781388946526,229.030547527509
Gaia DR3 66854571875638912,5654.4130859375,nan,nan,57.74197010052955,24.8471965913214,12.25180021984754,2.5,0.0307023708419519,1.0517035637186125,12.015686662415192,0.1014048275404845,2.587875775218273,27.666532891526476,546476.6029017812,16.989284671861235,53.91130061907463,63.03264802138189,53.07588929931993,104.51090909226787,122.03799914753606,13531.73151641568,41.06612284033866,60.44156317314643,63.667245184305656,5706.792264567602,247.81234304841985
Gaia DR3 66812786136242560,6621.6357421875,nan,nan,56.50881780614457,24.838985232940267,12.25375346266236,2.5,0.0907782140523509,3.302050302621774,14.027323658729843,0.2629697150213503,7.774221758598749,32.32107962644633,181910.6280070917,17.40777058768345,49.34850553683169,51.818912295974165,50.92738237829953,97.85080280541646,115.79579209423139,14452.753803005206,28.319987987911997,43.474830085849284,50.264017765228544,4344.616725686076,325.50939511235504
Gaia DR3 69866443459363200,5783.4599609375,nan,nan,56.4117877647981,25.362418969242324,12.2624277287078,2.5,0.031575290810167356,1.2577554779993416,12.29790921125361,0.100537049304253,3.0785726527657538,28.631519821722293,459373.13225419004,18.334582767775093,52.83207206916764,60.96663269390318,55.98291108214097,103.07222280980713,120.4463579637523,13720.607975852594,40.18497721543139,57.568313298307835,61.37760432860967,5489.018133111713,257.64417753369315
Gaia DR3 64893451149256448,6506.81298828125,nan,nan,57.01443373284896,22.94192608592016,12.26479421125342,2.5,0.08985977666079299,3.268642215688228,13.885403940588741,0.26031320973841116,7.698963307805149,32.04504193745367,183688.83001941006,17.231649614404883,48.849228114647644,51.29464083790124,50.55344782780864,97.23786304734472,115.0974522899753,14543.856868640978,28.033464000101777,43.034978851064636,49.755477760917664,4307.312005642161,328.32856327115667
Gaia DR3 69851423957644288,6058.599609375,nan,nan,56.77160724093865,25.209709077348563,12.269799384971344,2.5,0.04046654011895643,1.7744127369136382,13.957644488445904,0.15135906152599582,4.248441319359461,31.36592797364637,332878.2148711228,19.61269558601235,51.24768764400383,57.072389210854205,54.81707191755041,100.31041070016934,118.07603101351971,14098.37276611517,35.633577865979845,52.04946739175183,56.85826134563874,5053.576870043049,279.84407850929716
Gaia DR3 66812236380428800,5630.876953125,nan,nan,56.47598119474481,24.80186170262589,12.270399083238756,2.5,0.03018091260138726,1.0338411161325483,11.811608649729685,0.09968354466693966,2.5445690781192463,27.26066168760734,555777.2333767316,16.700733584420938,52.99565498010786,61.962082692581696,52.42681104415716,103.4266596645835,120.81390785584779,13673.58828912625,40.368643539037485,59.415005603651544,62.5859016676662,5627.9997491563345,251.28173870034252
Gaia DR3 66816256468145536,6760.73193359375,nan,nan,56.92157478696791,24.685387000419663,12.285107767434347,2.5,0.10485176659976829,4.569358512474639,13.794016507933371,0.24630311094272486,10.72473924164467,31.308575803700244,131864.61045893191,15.237163801665092,44.956743280421676,47.218007665429674,45.795807112814416,93.83273998333574,111.62517703944424,15071.643038711785,21.620088869230756,35.46020068541955,43.377650830037304,3651.7471372604587,387.2703966666318
Gaia DR3 66514410465753344,4669.7705078125,nan,nan,57.53013426102398,24.019237139785933,12.292363428146135,2.5,0.00011914197413464959,0.024285752618534485,1.652341095100428,0.0004225469070106797,0.05501808489897059,4.345974838661283,25704521.794424653,7.251533853705083,69.3438595083619,155.65897905025324,22.72197110787887,132.44006047146718,163.1873214089561,10678.140415662017,144.2346130498482,223.0324598684955,301.8049199584205,14921.669396429712,94.77582734217877
Gaia DR3 66480944080770176,4862.64697265625,nan,nan,57.82037107284832,23.826399611095383,12.293121599959116,2.5,0.021757794775891945,0.6775507926979468,10.704374380856082,0.06790020408150944,1.6643678729823772,24.874159183956802,849700.1085697293,14.950944812345941,53.349910701999406,64.38282690540754,49.55661756643834,104.22343501804639,121.38076937709079,13569.055386902406,44.57751004497417,64.2736486539742,66.10558209588334,5980.43121524104,236.47351026611474
Gaia DR3 66588524420451712,5556.8564453125,nan,nan,58.19328818427769,24.2791809598995,12.296231779055669,2.5,0.02169555699964436,0.6756126709780457,10.673754712620026,0.06770605393201637,1.6596528976704514,24.811966080510366,852114.0561126583,14.908177906622951,53.19730425271078,64.19866099997463,49.453216686298816,104.04194292697817,121.17626696198802,13592.72542003239,44.44999688822138,64.0897950509439,65.9164882805598,5966.67511931614,237.01869702856936
Gaia DR3 66558665808717440,6374.984375,nan,nan,57.50120671510033,24.359488359912948,12.298395748050313,2.5,0.03941463677258696,1.728287946152846,13.594823923562625,0.14742797522890813,4.140624018946086,30.673041278995367,341545.9978742661,19.10287537263098,49.915534858814965,55.58882681536107,53.79712201667008,98.69861407108577,116.24627771157313,14328.606087158785,34.70730446355515,50.69647282475439,55.38026507508016,4944.404491303414,286.02303166347315
Gaia DR3 68298299360049152,5268.3740234375,nan,nan,55.84340580612132,24.486164853951273,12.311916996541918,2.5,0.021384382670114853,0.6659225155274766,10.520663530572174,0.06673534194341034,1.636075228417225,24.500388126638356,864393.9702829168,14.694353377265344,52.43430768692147,63.27787453232658,48.934265180770076,103.13035064081676,120.14906187146563,13712.874566853068,43.81246091809127,63.17057002228996,64.97106341564486,5897.693421283756,239.79095916879012
Gaia DR3 66945281584528384,5377.30419921875,nan,nan,57.12729782764106,25.33244125218978,12.327466187244518,2.5,0.021080312329411682,0.6564535825541937,10.371067360623572,0.06578678024894395,1.6130295541887403,24.194908096411528,876743.7389480207,14.48541037868713,51.68873003575183,62.37810926134186,48.423949675558895,102.2327433814816,119.13755166199473,13833.274111562825,43.18947964601433,62.27233054325487,64.04722223241299,5829.9544972051735,242.57711840650836
Gaia DR3 65105317592858880,5370.28857421875,nan,nan,55.31105516747525,23.33996580238171,12.333579603289602,2.5,0.020961949710966606,0.652767699550916,10.312835458283068,0.06541753965202832,1.6040571023916563,24.07572368531385,881647.8916271101,14.404077091263266,51.39850599468788,62.02786604717827,48.22443452472831,101.88148448458641,118.74170122594708,13880.96737623656,42.94697755115447,61.92268125985724,63.68760721300052,5803.496800450038,243.6830088824084
Gaia DR3 64949938559508096,4846.22802734375,nan,nan,57.33324969712118,23.59475793465607,12.340079353551234,2.5,0.020836836052540452,0.648871585109304,10.25128218720267,0.06502723696673554,1.5945718670426223,23.949574224486756,886892.3324202193,14.318104803094025,51.09172846629462,61.657646036514386,48.01300483995818,101.50904573006368,118.32197064411056,13931.896928021766,42.69064388210842,61.55308905594482,63.307480858119625,5775.475058270205,244.8653224375039
Gaia DR3 66727780142747904,5935.6201171875,nan,nan,56.81378280664242,24.193132051216683,12.341852105334349,2.5,0.0378682282140866,1.6604796523227074,13.061439531667775,0.14164853567294014,3.981876178525788,29.64515530831108,355162.61655747425,18.353386036000888,47.95713014857594,53.40783405269132,52.274862972850414,96.28726345832197,113.50830165309542,14687.441636403333,33.34558513642822,48.7074285031153,53.207455101509986,4782.289168274403,295.71895646857905
Gaia DR3 65190048708380160,5570.06005859375,nan,nan,56.3383718087484,23.7272709540596,12.34266432743247,2.5,0.020787285703076988,0.6473285574769895,10.226904464330365,0.06487265994827858,1.5908150183939087,23.8995660481222,888986.8061472598,14.284056107079962,50.97023146963861,61.511023108709985,47.92911692703816,101.36121649034584,118.1553668627305,13952.215762009844,42.589124807050915,61.40671476641319,63.156934595133166,5764.361571661712,245.33741417705951
Gaia DR3 64808380733727616,5508.69921875,nan,nan,56.63819014959197,22.921156558722465,12.345873587527588,2.5,0.020725932578226518,0.6454179843327389,10.196720025852136,0.06468126266312038,1.5861630688637363,23.837608540382377,891594.0549455493,14.241897092659956,50.819794177358965,61.32947494824427,47.82512653178225,101.17791568407598,117.94878387602688,13977.492546781858,42.46342412977718,61.22547446926542,62.97052857037666,5750.588512667236,245.92501432816923
Gaia DR3 66574780525131392,5749.65625,nan,nan,58.237456259402514,24.155168445576077,12.34957209532434,2.5,0.028058416839540457,0.9611354489317017,10.980948237609079,0.09267703405845923,2.3680716654880953,25.59022285423756,597200.4914309062,15.526241721937078,49.26869501116364,57.60455183699847,49.731260493560285,98.90752707878991,115.71083640825233,14298.341128744734,37.529687807156364,55.23659989241874,58.184500265547015,5302.550723193064,266.7043911880754
Gaia DR3 65064287768910848,7205.1240234375,nan,nan,55.912726883503,23.26448944348927,12.359009730227909,2.5,0.09795237418948681,4.2686883524652215,12.886350992240066,0.23011788034084554,10.05823088579747,29.54749666963924,140602.61475703525,14.234537182232854,41.99852690087429,44.11099693704583,43.52739816791304,89.91474004445362,107.14395745338621,15728.384041080599,20.197456882271837,33.12687004722521,40.52334093505019,3441.4641307441266,410.933692360556
Gaia DR3 65016257151539328,5708.423828125,nan,nan,57.030827186165006,23.86521676922432,12.360308616473333,2.5,0.027782322888288986,0.9516779059312905,10.872896047610357,0.09176558579748575,2.345086202778833,25.3707163216103,603053.9775882476,15.373463985060125,48.783892580704816,57.03772483397474,49.37405178848982,98.30655159394951,115.0320552752001,14385.750892925595,37.16039684340854,54.69307346306926,57.61196658797797,5259.642154357955,268.8801863072238
Gaia DR3 68164193300709632,5055.88671875,nan,nan,55.506018221564915,24.007350444481812,12.368399012926975,2.5,0.02030036800598213,0.6321656480441444,9.987351266221209,0.06335365905691993,1.5538887234781262,23.406704401961044,910112.5074179115,13.949468907761123,49.77631379890036,60.070199802297815,47.10010900784431,99.89849483868754,116.50676967496103,14156.505207177705,41.59152469376314,59.96833476012902,61.677557749695346,5654.674966136044,250.09634874548
Gaia DR3 66504544921636736,5720.02783203125,nan,nan,57.22689165615385,23.83366176257419,12.368636564034608,2.5,0.027570038678527187,0.9444061528449588,10.789816452193874,0.09106478122251255,2.3274088606853773,25.201588228883008,607634.3466169655,15.255995634177717,48.411135769575665,56.601900644914764,49.09833473481619,97.84232212825154,114.50769684958532,14454.006524082151,36.8764549458913,54.275164711297975,57.17175462841186,5226.558391049783,270.58217981355847
Gaia DR3 65120843898560768,5521.12109375,nan,nan,55.229334671221096,23.45443248421809,12.374901871143956,2.5,0.020179145305794868,0.6283907003782223,9.927712264216257,0.06297548541348276,1.544693100979495,23.283591772845917,915530.4451585482,13.86617030516048,49.47907686396927,59.71149340748384,46.89238779638034,99.5314569827109,116.09305840015699,14208.709540128111,41.34316284501255,59.61023664766061,61.30925309190931,5627.231547749483,251.3160424220834
Gaia DR3 64137713002140672,5292.32666015625,nan,nan,57.266358841193274,22.847343681994747,12.376198212924786,2.5,0.020155066290446468,0.6276408653832359,9.915865898457845,0.06290036686578637,1.5428664151180311,23.25911778159096,916614.3928701087,13.849624325509618,49.4200353419832,59.64024192757989,46.8510632545354,99.45841182781814,116.01072305010348,14219.14483031736,41.29382960331125,59.539105993640845,61.23609506545042,5621.7738322164,251.5600243945669
Gaia DR3 69851359534336128,5669.89892578125,nan,nan,56.723079304478574,25.224798290006873,12.379677515681063,2.5,0.027291097106410776,0.934851065162178,10.680649816661854,0.09014391485119547,2.3041752841586574,24.978884793291726,613761.2759306541,15.101642154444917,47.92133310818064,56.029227413122506,48.7346201018704,97.22944530855918,113.81540003015103,14545.116017941542,36.50335513139236,53.72603237427164,56.59331586368414,5182.963779892495,272.85808321863846
Gaia DR3 65195408827472640,5676.43017578125,nan,nan,56.29627907426358,23.89463336007782,12.384515909374295,2.5,0.02716974968315595,0.9306943334836328,10.633159262182291,0.0897433089934592,2.2940660609919905,24.88183558201078,616465.9276470734,15.034494052805277,47.7082551850418,55.78009846286333,48.57588561474012,96.96179490125901,113.51305219132233,14585.265916470078,36.34104622647442,53.487144374829796,56.341678744563275,5163.955216658039,273.8624761522105
Gaia DR3 66844160873323008,6265.49462890625,nan,nan,57.055783112202185,25.098780829731854,12.388291562905405,2.5,0.03628266698559888,1.590954557498327,12.514550672950444,0.1357223627079111,3.818805064409733,28.579517416318357,370328.81713528576,17.58492079000013,45.949141663790286,51.17162193067943,50.68463260125675,93.76033261186683,110.63828310748721,15083.282268498528,31.949389184649064,46.66802465941635,50.97963294414606,4614.013480344705,306.5039944936272
Gaia DR3 69833045793727104,6849.6416015625,nan,nan,56.281072212629326,25.03166915231244,12.388599821782636,2.5,0.09531887991752468,4.153922718471888,12.539895566270411,0.22393917640647412,9.802487519458712,28.866561731911364,144270.886299602,13.851835155420055,40.869377342841716,42.925052658252476,42.644031020623956,88.38127719586208,105.38929434790461,16001.279990999124,19.65443903867398,32.2362390314967,39.43385242477907,3360.289467460714,420.8606359861553
Gaia DR3 69906571336964608,4807.3369140625,nan,nan,56.021340450904624,25.483630341529256,12.3961120609315,2.5,0.019788765026878517,0.616234024108507,9.735653431992423,0.061757620155371715,1.515073205334696,22.88600452849938,933429.1949679621,13.597919130534383,48.521868045955905,58.55633103079827,46.21977756063603,98.34147225078691,114.75165806833036,14380.642571290964,40.54334921573631,58.45703315682193,60.12318088917336,5538.48082795002,255.34322611288044
Gaia DR3 68259124961354240,5534.0849609375,nan,nan,55.476475378679744,24.054318928325664,12.39756781801714,2.5,0.01976224999427513,0.615408330073616,9.722608597319116,0.061674900855205696,1.5130610195529877,22.85893767226435,934670.5414371884,13.579699233102955,48.456853432286564,58.47787120653397,46.17388783969353,98.26019905687632,114.66003810029508,14392.53712028917,40.48902504619641,58.378706382111865,60.04262163753081,5532.431985962173,255.62240366650295
Gaia DR3 65129506848731136,4741.18212890625,nan,nan,55.67669619215472,23.502637215949303,12.3988678995567,2.5,0.019738600455784103,0.6146718692458262,9.710973525081789,0.06160112100741132,1.5112662518756539,22.834789232018153,935780.5486742622,13.563448369977408,48.39886498356576,58.407890578499575,46.132935230927316,98.18766047549941,114.57826413183038,14403.169965802183,40.44057171944608,58.30884442489343,59.9707684683861,5527.034599942914,255.8720298924313
Gaia DR3 65032406228195584,5357.7265625,nan,nan,55.88095124941033,22.980972363190975,12.40242530122497,2.5,0.01967403300285601,0.6126611999953564,9.679207705242067,0.06139968855474253,1.5063660247431576,22.76882742122589,938824.6542630469,13.519080618771696,48.24054618869477,58.21683099785684,46.02102043142852,97.98938310104307,114.35473976934063,14432.314171371096,40.308285506108426,58.11810883671791,59.774596516944136,5512.287976020985,256.5565457619537
Gaia DR3 65677372878285312,4809.11083984375,nan,nan,57.71444143460519,23.32886877946897,12.40447623719542,2.5,0.01963690419072154,0.6115049864933558,9.66094111575092,0.06128385679621176,1.5035480753202841,22.730875385376727,940584.1991928599,13.493567425597105,48.14950668619703,58.106964262303954,45.956594026712494,97.87521016605622,114.2260270439258,14449.149687379717,40.23221575671838,58.00842840951237,59.66178996812067,5503.800919668335,256.9521650609262
Gaia DR3 69857196393686528,6431.72119140625,nan,nan,56.80635584735773,25.35711113982033,12.410581747697332,2.5,0.035545377328335244,1.5586252267772547,12.260246082272747,0.1329665381387557,3.7428714013077613,28.07985966632833,377841.8787989799,17.22758266412825,45.015422350314765,50.1317780953332,49.93460979577979,92.56552951492995,109.28093486199843,15277.97193819321,31.30015482127985,45.71969713101363,49.94369046186565,4535.038332790217,311.84158955123746
