dist_bin_pc,v_bin,teff_bin_k,n
20.0,10.25,3800.0,12
170.0,14.75,3800.0,450
50.0,14.0,3600.0,3
310.0,14.5,5000.0,51
190.0,14.0,4000.0,60
80.0,15.25,3200.0,151
260.0,14.75,4000.0,148
40.0,9.75,4600.0,62
70.0,9.5,4800.0,3
140.0,10.0,5000.0,2
490.0,15.75,4000.0,271
400.0,15.75,4600.0,175
70.0,10.75,4400.0,16
70.0,12.0,4000.0,9
170.0,15.25,3200.0,3
200.0,12.5,5000.0,1260
170.0,13.25,4600.0,222
480.0,14.0,5000.0,2446
220.0,15.25,4600.0,62
430.0,14.0,4600.0,221
90.0,13.75,3600.0,270
170.0,13.75,3600.0,8
410.0,15.25,5000.0,62
90.0,14.5,3200.0,20
160.0,13.75,4200.0,883
280.0,15.0,3800.0,41
330.0,14.75,4400.0,3796
270.0,13.75,4400.0,382
300.0,12.25,5000.0,69
270.0,14.25,5000.0,39
400.0,15.25,4200.0,922
290.0,12.0,4800.0,1
30.0,13.5,3000.0,108
240.0,11.0,5000.0,1
420.0,13.25,4800.0,66
110.0,13.5,4600.0,2
260.0,14.25,4800.0,73
140.0,14.25,4200.0,49
310.0,14.0,4800.0,1195
320.0,15.75,3400.0,27
10.0,6.0,4600.0,1
20.0,14.0,3400.0,1
120.0,12.75,4800.0,3
100.0,13.25,3400.0,12
0.0,6.0,4200.0,1
130.0,14.5,4800.0,33
140.0,15.75,4200.0,1
260.0,11.75,5000.0,21
300.0,14.75,4800.0,38
130.0,12.5,4000.0,8
490.0,14.5,4200.0,7
50.0,12.25,3600.0,14
380.0,14.25,4400.0,284
250.0,15.5,3400.0,59
310.0,13.75,4000.0,1
70.0,9.0,5000.0,1
160.0,15.75,5000.0,4
200.0,15.25,4000.0,653
190.0,13.0,4800.0,360
460.0,14.75,4200.0,92
410.0,15.25,4400.0,5485
60.0,10.5,4200.0,1
200.0,15.0,5000.0,27
210.0,14.75,4200.0,1223
220.0,15.0,3400.0,13
430.0,15.5,4600.0,693
340.0,12.75,5000.0,176
190.0,14.75,4400.0,27
90.0,13.5,3400.0,26
70.0,14.25,3200.0,18
430.0,14.5,4400.0,287
470.0,15.0,4000.0,14
240.0,13.5,4400.0,276
300.0,15.5,4400.0,324
480.0,15.0,4200.0,183
130.0,14.75,3400.0,277
30.0,15.25,3000.0,163
250.0,15.75,3400.0,162
410.0,15.75,4400.0,3334
320.0,15.0,4200.0,1249
470.0,14.75,4600.0,3583
60.0,11.75,3400.0,1
300.0,14.0,5000.0,202
430.0,12.5,5000.0,8
480.0,13.0,4800.0,2
200.0,11.25,5000.0,8
180.0,15.75,4200.0,8
40.0,11.25,4200.0,4
300.0,12.25,4800.0,5
270.0,15.0,3400.0,2
250.0,15.75,4400.0,69
30.0,11.75,3200.0,8
170.0,13.0,4000.0,3
80.0,14.25,3200.0,14
150.0,13.5,3600.0,12
230.0,11.5,4800.0,1
270.0,14.0,4000.0,6
290.0,14.75,4600.0,205
190.0,13.25,3800.0,1
240.0,14.5,3800.0,27
340.0,11.75,5000.0,6
150.0,14.75,3400.0,121
80.0,12.5,4000.0,55
90.0,15.0,3400.0,1733
110.0,13.5,3600.0,51
140.0,12.75,4800.0,25
10.0,8.75,3800.0,2
0.0,10.5,3000.0,1
390.0,14.5,4400.0,700
430.0,15.25,4800.0,306
370.0,11.5,5000.0,1
320.0,14.5,3800.0,3
270.0,12.75,4800.0,108
370.0,14.25,4000.0,4
80.0,12.75,3800.0,15
50.0,15.5,2600.0,1
190.0,14.5,4200.0,1070
110.0,12.5,3800.0,2
440.0,12.5,5000.0,5
480.0,14.5,4600.0,676
180.0,15.75,3800.0,205
420.0,15.25,4200.0,813
410.0,14.25,4600.0,859
40.0,14.75,3000.0,196
170.0,13.5,3600.0,2
140.0,12.75,4400.0,819
250.0,13.5,4600.0,1842
140.0,14.5,4800.0,43
250.0,13.5,4000.0,1
270.0,13.0,5000.0,1794
130.0,13.75,4800.0,5
460.0,15.75,4000.0,335
450.0,13.0,4800.0,2
370.0,15.25,3800.0,21
10.0,7.25,5000.0,1
290.0,14.5,3600.0,1
80.0,12.75,3600.0,15
360.0,14.25,4600.0,2938
180.0,15.5,5000.0,56
110.0,13.25,4000.0,198
290.0,15.5,5000.0,15
220.0,13.5,4800.0,202
40.0,15.5,3200.0,2
320.0,12.25,5000.0,36
150.0,12.0,4200.0,1
350.0,12.0,5000.0,6
190.0,14.0,3800.0,16
50.0,11.25,3800.0,4
70.0,11.75,4200.0,38
300.0,13.5,4600.0,201
100.0,13.75,4800.0,22
260.0,13.25,4600.0,320
300.0,12.5,4800.0,22
120.0,15.25,3800.0,6
230.0,13.75,4400.0,1662
360.0,15.5,4200.0,3685
190.0,13.0,4000.0,1
140.0,13.75,3600.0,52
100.0,15.75,3400.0,2540
160.0,12.75,4600.0,1080
240.0,13.75,4800.0,186
90.0,13.5,3800.0,367
440.0,14.75,4800.0,2108
120.0,15.5,3400.0,2589
160.0,13.75,4000.0,44
370.0,15.0,3600.0,2
120.0,11.75,4200.0,4
30.0,9.5,4800.0,1
180.0,13.5,4200.0,83
210.0,14.0,3600.0,2
30.0,9.5,4000.0,2
110.0,13.75,3400.0,39
20.0,11.75,3800.0,1
140.0,13.25,4400.0,704
140.0,11.75,4200.0,1
130.0,14.0,4600.0,14
390.0,14.5,4000.0,8
120.0,14.5,4800.0,14
140.0,13.75,4600.0,4
380.0,11.5,5000.0,2
80.0,15.25,3400.0,1208
60.0,11.75,3800.0,1
290.0,15.75,4200.0,892
230.0,11.75,4800.0,4
50.0,13.25,3600.0,5
250.0,13.25,4400.0,75
30.0,11.0,3600.0,11
70.0,12.25,4200.0,174
260.0,14.5,3800.0,11
140.0,12.5,4200.0,17
240.0,14.25,3800.0,3
340.0,14.25,5000.0,254
250.0,13.0,4600.0,88
340.0,14.5,4800.0,406
280.0,14.0,4400.0,1226
230.0,15.25,3800.0,273
270.0,15.5,4600.0,39
470.0,13.5,4800.0,100
280.0,12.75,4600.0,32
30.0,13.5,3200.0,69
180.0,14.25,4400.0,72
340.0,14.5,5000.0,96
140.0,13.75,4000.0,187
170.0,14.25,3800.0,47
340.0,15.75,3600.0,255
210.0,15.75,4000.0,91
70.0,15.5,3000.0,5
150.0,15.5,4800.0,11
90.0,14.25,3800.0,67
220.0,14.25,5000.0,5
230.0,15.75,3200.0,2
20.0,14.75,2800.0,27
290.0,13.25,5000.0,2046
40.0,15.0,3200.0,22
50.0,8.25,5000.0,1
230.0,15.75,4000.0,293
460.0,14.25,4200.0,1
110.0,13.25,3400.0,1
60.0,12.75,4000.0,30
110.0,14.75,3400.0,513
10.0,7.25,4600.0,2
150.0,13.75,3800.0,26
60.0,14.0,3000.0,4
280.0,13.75,4600.0,2165
40.0,10.0,4800.0,3
480.0,14.25,4400.0,68
140.0,14.0,4000.0,883
110.0,11.75,4600.0,504
250.0,14.25,4000.0,49
280.0,13.75,5000.0,214
350.0,12.5,4800.0,1
170.0,13.25,4000.0,11
150.0,15.75,3600.0,1462
150.0,14.75,4800.0,25
120.0,14.25,3600.0,259
120.0,13.75,5000.0,7
450.0,13.75,4600.0,63
220.0,12.25,4600.0,15
250.0,15.25,3400.0,13
280.0,14.25,3800.0,1
50.0,11.25,4400.0,11
460.0,15.25,4200.0,576
400.0,14.75,4400.0,2266
100.0,14.5,3800.0,60
440.0,15.5,4600.0,885
200.0,14.75,4600.0,16
220.0,13.75,3800.0,1
150.0,15.25,4600.0,11
420.0,14.25,4800.0,3597
250.0,13.5,5000.0,168
440.0,15.5,4400.0,6303
160.0,13.0,5000.0,13
60.0,10.75,5000.0,1
470.0,15.5,3600.0,3
270.0,15.75,5000.0,45
70.0,15.0,3400.0,221
190.0,13.75,4400.0,1597
380.0,15.75,4200.0,4816
190.0,15.5,3400.0,332
240.0,15.25,4800.0,32
160.0,13.0,4200.0,49
0.0,6.25,3800.0,1
100.0,14.75,3800.0,18
400.0,15.25,4600.0,818
240.0,13.5,4200.0,28
390.0,14.0,4600.0,316
440.0,14.5,4400.0,315
10.0,9.75,3200.0,2
440.0,15.75,4400.0,5350
120.0,13.75,3600.0,88
220.0,11.5,5000.0,10
430.0,15.75,3400.0,1
80.0,14.0,3400.0,181
90.0,13.75,4800.0,4
190.0,14.0,4800.0,6
90.0,11.75,4400.0,310
450.0,14.75,4800.0,2599
200.0,15.5,4800.0,49
360.0,11.75,5000.0,10
160.0,13.75,5000.0,2
170.0,15.25,4400.0,17
100.0,13.25,4200.0,139
40.0,14.75,3400.0,1
180.0,15.0,4800.0,83
440.0,12.25,5000.0,13
150.0,14.0,5000.0,4
370.0,12.75,5000.0,108
420.0,14.25,4000.0,1
170.0,10.0,5000.0,2
190.0,14.75,3600.0,179
430.0,13.0,4800.0,7
470.0,13.25,5000.0,173
60.0,13.0,3800.0,69
110.0,13.5,4200.0,127
120.0,14.25,4200.0,16
10.0,10.75,3200.0,12
450.0,15.5,4600.0,1020
360.0,11.5,5000.0,4
70.0,14.75,3400.0,362
220.0,13.25,4800.0,738
480.0,15.25,5000.0,248
370.0,15.75,4600.0,95
460.0,13.75,5000.0,1278
290.0,15.5,3600.0,247
150.0,13.0,4800.0,14
460.0,14.0,4200.0,2
490.0,14.0,4400.0,1
10.0,12.75,3200.0,4
70.0,12.5,4200.0,76
190.0,15.25,5000.0,73
350.0,11.75,5000.0,9
340.0,13.5,5000.0,2435
180.0,14.25,3400.0,4
150.0,15.25,4800.0,25
220.0,15.25,3400.0,49
480.0,14.75,4800.0,4173
190.0,13.75,4600.0,90
50.0,9.5,4800.0,53
70.0,10.25,5000.0,153
450.0,13.5,4600.0,6
180.0,15.5,4400.0,13
280.0,15.5,4000.0,1990
280.0,14.0,4000.0,8
130.0,11.0,4600.0,3
350.0,13.5,4600.0,134
240.0,14.0,4400.0,2177
340.0,14.5,4000.0,22
230.0,15.25,3400.0,34
160.0,11.25,5000.0,44
230.0,13.75,4200.0,96
70.0,15.25,3200.0,34
380.0,15.25,4600.0,528
220.0,13.25,4600.0,1632
380.0,13.75,4400.0,52
220.0,15.25,4400.0,54
470.0,15.25,4400.0,4953
470.0,15.0,5000.0,426
200.0,14.75,3600.0,131
90.0,11.5,4000.0,1
260.0,14.0,4400.0,1863
210.0,12.75,5000.0,916
470.0,15.5,4000.0,134
240.0,14.0,3800.0,2
490.0,12.0,5000.0,2
220.0,15.5,3600.0,718
150.0,14.75,4600.0,28
370.0,15.75,4800.0,43
160.0,14.75,5000.0,32
270.0,12.5,4800.0,64
170.0,14.0,3600.0,9
360.0,13.0,4800.0,89
90.0,14.0,3400.0,127
410.0,15.75,3800.0,92
470.0,13.75,4600.0,31
380.0,14.75,3800.0,3
110.0,15.0,3200.0,80
20.0,10.5,3600.0,13
220.0,13.5,4000.0,4
30.0,12.25,3800.0,1
230.0,14.75,3800.0,55
200.0,13.25,4000.0,2
290.0,15.25,3600.0,71
140.0,14.0,4200.0,275
420.0,13.75,4600.0,144
300.0,14.75,3800.0,4
130.0,15.0,5000.0,7
60.0,10.0,4600.0,10
280.0,13.5,4000.0,1
180.0,11.75,4800.0,35
410.0,14.0,4600.0,242
210.0,15.0,4800.0,28
350.0,14.75,4200.0,384
170.0,15.75,3400.0,1351
170.0,13.5,4000.0,30
140.0,14.25,4000.0,795
220.0,15.5,3400.0,142
40.0,11.0,4200.0,18
140.0,12.5,5000.0,8
460.0,15.5,4400.0,6755
20.0,13.75,3200.0,13
120.0,14.75,4600.0,9
360.0,14.75,4400.0,3412
160.0,13.25,4400.0,1209
170.0,12.5,4200.0,3
390.0,15.75,4800.0,47
160.0,14.75,4600.0,43
150.0,14.5,5000.0,24
260.0,12.75,5000.0,1064
120.0,15.25,3600.0,1046
130.0,14.0,4800.0,19
240.0,13.25,5000.0,381
410.0,13.25,5000.0,280
330.0,14.0,4800.0,2114
180.0,12.25,4400.0,14
200.0,15.75,3200.0,2
370.0,14.0,4400.0,165
60.0,11.75,4000.0,12
360.0,15.75,3400.0,25
240.0,12.75,5000.0,1473
30.0,13.5,3400.0,5
430.0,15.5,4200.0,1573
100.0,12.5,4600.0,5
360.0,15.25,4800.0,51
100.0,14.75,3600.0,922
250.0,15.0,3800.0,97
240.0,13.75,3800.0,1
100.0,14.25,4200.0,4
50.0,9.5,4400.0,2
270.0,14.25,4200.0,222
180.0,13.75,4000.0,60
200.0,12.25,5000.0,827
180.0,12.25,4600.0,25
270.0,13.75,4200.0,40
170.0,14.75,4800.0,46
130.0,13.5,4000.0,84
370.0,15.5,3600.0,62
180.0,15.25,4200.0,40
430.0,11.75,5000.0,2
10.0,13.75,2800.0,6
160.0,12.75,4000.0,3
130.0,12.0,4800.0,484
110.0,15.75,3200.0,251
110.0,13.0,4200.0,456
90.0,10.75,5000.0,317
30.0,8.5,4800.0,22
400.0,13.75,4400.0,12
190.0,15.75,4000.0,26
150.0,15.0,4600.0,31
440.0,14.25,4400.0,146
460.0,12.5,5000.0,12
20.0,7.25,5000.0,3
330.0,15.75,4200.0,2804
330.0,14.75,5000.0,41
480.0,15.5,4200.0,1030
100.0,15.5,3800.0,1
130.0,12.75,3600.0,1
160.0,13.25,4000.0,15
210.0,14.5,4400.0,235
90.0,10.0,5000.0,8
150.0,14.0,4800.0,4
100.0,12.5,5000.0,1
380.0,14.25,4800.0,2962
150.0,13.75,5000.0,7
490.0,15.75,3800.0,22
60.0,12.5,4000.0,86
460.0,15.25,4800.0,481
250.0,13.0,4800.0,1061
410.0,14.5,4000.0,1
220.0,14.0,5000.0,6
280.0,14.5,4000.0,44
240.0,15.25,4400.0,99
340.0,15.75,3400.0,40
160.0,15.75,4600.0,2
220.0,11.5,4800.0,1
40.0,10.0,4200.0,9
430.0,13.25,5000.0,279
440.0,13.75,4600.0,75
160.0,10.25,5000.0,1
290.0,13.5,4800.0,2189
180.0,13.0,4200.0,19
0.0,5.5,4800.0,2
40.0,12.75,3800.0,1
30.0,14.0,3000.0,171
100.0,15.25,3600.0,229
200.0,15.75,3600.0,2307
140.0,13.0,4600.0,62
240.0,14.25,3600.0,2
170.0,14.0,4000.0,96
380.0,15.0,3800.0,13
240.0,15.25,4000.0,1801
140.0,12.25,4000.0,1
410.0,14.0,4400.0,84
100.0,15.25,3200.0,139
240.0,10.75,5000.0,1
160.0,15.25,3400.0,335
70.0,11.25,4600.0,82
130.0,12.0,5000.0,54
390.0,15.0,4600.0,1642
310.0,15.75,3600.0,459
430.0,14.0,5000.0,3370
100.0,13.0,4800.0,2
60.0,13.0,3600.0,41
480.0,13.75,4400.0,1
240.0,12.75,4800.0,300
50.0,12.0,4000.0,36
170.0,15.25,3600.0,1221
390.0,15.5,4000.0,282
200.0,12.0,4800.0,53
270.0,10.75,5000.0,1
270.0,15.0,4000.0,253
110.0,15.25,3400.0,1927
30.0,8.0,5000.0,8
130.0,15.25,4000.0,2
140.0,13.0,4200.0,62
130.0,15.25,4400.0,2
210.0,14.75,4600.0,21
320.0,14.25,4000.0,16
130.0,14.25,3600.0,210
230.0,12.75,4800.0,549
340.0,15.5,4800.0,30
390.0,15.25,4800.0,138
200.0,14.0,4200.0,461
180.0,12.75,5000.0,121
240.0,14.5,3600.0,12
110.0,14.25,3800.0,675
60.0,12.25,3800.0,9
430.0,15.75,4200.0,3741
110.0,10.25,5000.0,17
450.0,15.25,4600.0,2410
10.0,12.5,3200.0,9
270.0,14.25,4400.0,2595
380.0,14.5,5000.0,331
160.0,15.25,4200.0,18
410.0,13.75,5000.0,2490
180.0,14.25,4800.0,4
380.0,14.0,4600.0,370
170.0,15.75,3600.0,2427
290.0,15.75,3800.0,527
380.0,14.75,4200.0,269
290.0,15.25,4600.0,49
190.0,12.75,4800.0,1205
0.0,7.5,3400.0,1
10.0,11.5,3200.0,8
270.0,13.25,4800.0,1579
230.0,14.25,5000.0,11
260.0,13.75,4400.0,636
70.0,13.0,3800.0,157
270.0,14.75,4000.0,158
260.0,14.5,5000.0,2
190.0,15.0,4400.0,34
120.0,10.75,5000.0,28
160.0,13.5,4800.0,7
320.0,14.0,4400.0,290
90.0,15.25,3800.0,1
260.0,15.25,4400.0,167
470.0,14.75,4800.0,3580
250.0,15.25,4000.0,1759
10.0,9.0,3800.0,10
290.0,14.5,4200.0,354
410.0,13.75,4800.0,389
150.0,15.5,3800.0,69
30.0,9.0,4800.0,35
60.0,13.0,3200.0,2
480.0,14.5,4400.0,240
480.0,13.5,4600.0,2
420.0,15.25,3600.0,4
300.0,13.0,5000.0,1098
140.0,11.5,5000.0,449
110.0,14.75,3800.0,79
20.0,9.0,4400.0,18
30.0,10.25,3800.0,5
70.0,15.25,3600.0,3
210.0,14.25,4400.0,925
230.0,13.75,4000.0,4
390.0,15.75,4600.0,147
230.0,14.5,3600.0,18
90.0,13.0,4800.0,6
300.0,13.25,4200.0,1
120.0,14.75,3600.0,1210
210.0,13.5,4800.0,111
60.0,11.5,4800.0,1
460.0,13.5,4800.0,119
20.0,12.0,3600.0,1
140.0,13.25,5000.0,2
130.0,14.5,4400.0,5
80.0,12.0,4200.0,47
100.0,11.0,4800.0,162
190.0,12.0,4600.0,20
20.0,12.75,3200.0,21
100.0,12.25,3600.0,1
140.0,13.5,5000.0,3
380.0,13.5,5000.0,1662
410.0,15.0,4600.0,2560
80.0,10.0,4600.0,2
210.0,13.75,4600.0,321
210.0,14.0,4800.0,15
190.0,15.5,4200.0,48
260.0,14.0,5000.0,46
160.0,14.25,4400.0,21
90.0,10.75,4600.0,2
90.0,13.25,3800.0,67
480.0,14.75,4000.0,2
280.0,11.25,5000.0,2
160.0,14.0,3800.0,22
170.0,15.0,4600.0,43
400.0,15.75,3800.0,94
390.0,15.75,3400.0,7
160.0,12.0,4800.0,384
90.0,13.0,3600.0,28
170.0,14.75,4400.0,37
100.0,13.75,3800.0,458
250.0,15.0,4800.0,11
110.0,15.25,3200.0,100
120.0,13.0,3800.0,6
80.0,12.5,3800.0,11
0.0,9.5,3000.0,2
60.0,12.25,3600.0,16
20.0,9.25,4400.0,13
250.0,12.25,5000.0,128
340.0,15.5,3400.0,5
110.0,13.75,3600.0,110
400.0,15.25,4400.0,5490
110.0,14.75,4000.0,1
150.0,14.25,4600.0,7
270.0,12.75,4600.0,32
160.0,11.75,4400.0,2
360.0,13.25,5000.0,783
410.0,15.25,4200.0,862
100.0,12.25,3800.0,3
190.0,13.75,4200.0,215
260.0,14.75,4200.0,1858
350.0,11.5,5000.0,11
230.0,13.5,4800.0,324
360.0,14.25,4400.0,357
340.0,13.75,4200.0,4
190.0,15.75,4600.0,16
110.0,12.5,4400.0,680
250.0,14.0,4000.0,11
130.0,14.25,3400.0,67
320.0,13.75,5000.0,1172
120.0,14.25,4800.0,19
140.0,12.25,5000.0,29
120.0,13.75,3800.0,57
280.0,11.0,5000.0,2
60.0,13.75,3400.0,51
130.0,13.75,4400.0,7
470.0,14.75,5000.0,1026
140.0,13.5,3600.0,15
330.0,14.25,4800.0,799
110.0,15.0,5000.0,1
160.0,15.75,4200.0,2
290.0,14.5,5000.0,24
220.0,15.5,5000.0,64
150.0,14.5,3800.0,499
220.0,13.5,4400.0,893
390.0,13.75,4600.0,148
100.0,12.75,3600.0,4
110.0,11.25,5000.0,414
130.0,14.5,3600.0,395
250.0,15.25,4600.0,30
10.0,14.25,2800.0,11
330.0,14.5,4200.0,243
470.0,14.25,4600.0,276
90.0,12.0,4000.0,7
160.0,15.5,4000.0,9
280.0,13.0,5000.0,1524
120.0,12.0,4800.0,166
150.0,15.5,4200.0,3
180.0,14.75,4400.0,25
90.0,11.5,5000.0,4
370.0,14.5,4400.0,1247
60.0,13.5,3200.0,14
80.0,15.0,3600.0,74
420.0,13.25,5000.0,250
0.0,8.25,3000.0,1
90.0,15.0,3600.0,231
210.0,12.75,4400.0,37
370.0,13.0,4800.0,54
410.0,14.25,4800.0,3554
100.0,13.75,4600.0,16
260.0,14.5,4800.0,31
110.0,15.5,3600.0,253
180.0,14.75,4000.0,1205
70.0,15.75,3000.0,7
330.0,14.25,4400.0,1011
60.0,11.75,3600.0,4
360.0,14.0,4800.0,3040
350.0,14.5,3800.0,1
90.0,15.0,3800.0,1
190.0,11.75,4800.0,36
50.0,10.5,4800.0,1
240.0,12.25,4600.0,4
70.0,13.75,3400.0,120
230.0,15.75,3600.0,1186
200.0,14.0,3800.0,13
240.0,15.75,3800.0,1745
290.0,13.75,4200.0,28
70.0,14.0,3400.0,239
480.0,14.5,4800.0,4071
20.0,8.0,4600.0,8
60.0,14.5,3200.0,11
300.0,14.75,3600.0,3
70.0,12.75,3400.0,10
320.0,15.0,4800.0,44
270.0,11.25,5000.0,2
100.0,13.75,5000.0,11
10.0,11.25,3400.0,5
30.0,14.75,2800.0,6
100.0,14.5,4200.0,1
240.0,13.0,5000.0,1209
400.0,14.75,4600.0,3656
10.0,13.5,3000.0,24
420.0,15.75,3600.0,50
350.0,15.5,4000.0,417
190.0,14.75,3400.0,23
200.0,15.25,4200.0,99
220.0,13.75,4600.0,535
440.0,15.0,4200.0,316
30.0,15.75,2800.0,71
120.0,15.0,4000.0,3
80.0,14.75,3200.0,57
240.0,15.0,5000.0,21
170.0,13.0,4200.0,28
100.0,13.5,4600.0,13
190.0,11.5,4800.0,9
370.0,15.0,4800.0,169
110.0,12.25,4800.0,8
230.0,15.25,4400.0,73
470.0,13.75,5000.0,1106
280.0,12.25,5000.0,96
130.0,15.25,4800.0,3
270.0,14.75,4400.0,1918
360.0,14.0,4400.0,164
140.0,13.75,4400.0,25
90.0,14.75,3600.0,483
0.0,5.0,5000.0,1
390.0,12.5,4800.0,2
180.0,13.5,4400.0,1520
420.0,14.5,4800.0,3121
320.0,14.25,4200.0,127
170.0,15.75,4200.0,4
230.0,14.0,3800.0,8
10.0,14.25,3000.0,4
220.0,12.75,4600.0,64
50.0,10.0,4400.0,6
320.0,15.5,4400.0,651
140.0,14.0,4800.0,10
120.0,12.5,5000.0,3
310.0,14.0,4000.0,2
180.0,13.75,3800.0,6
320.0,14.75,3800.0,10
210.0,15.5,5000.0,91
410.0,13.5,5000.0,955
330.0,15.25,3600.0,46
10.0,12.0,3200.0,5
210.0,12.0,4600.0,4
210.0,15.0,4200.0,423
320.0,13.5,4800.0,1411
290.0,14.25,4600.0,1370
110.0,12.75,4800.0,2
480.0,14.75,4600.0,3160
90.0,14.25,3400.0,271
70.0,14.75,3800.0,2
220.0,15.75,4400.0,29
50.0,15.25,3400.0,2
310.0,14.25,4200.0,149
160.0,12.0,4600.0,24
320.0,12.5,5000.0,92
130.0,14.25,4600.0,22
70.0,12.75,4800.0,4
170.0,13.5,3800.0,2
330.0,15.25,5000.0,20
460.0,15.25,4600.0,2970
240.0,15.5,4400.0,87
100.0,12.25,4000.0,9
390.0,15.5,4600.0,275
50.0,12.5,3800.0,16
170.0,12.75,4600.0,1219
110.0,12.25,3800.0,1
300.0,14.25,4000.0,17
340.0,15.0,3600.0,7
160.0,14.5,3800.0,187
10.0,8.75,4200.0,1
50.0,11.75,3400.0,3
250.0,13.5,4200.0,16
150.0,14.75,4000.0,192
260.0,13.5,4800.0,1440
300.0,14.75,5000.0,20
20.0,12.25,3200.0,26
250.0,14.75,5000.0,10
160.0,15.5,3600.0,2133
370.0,14.0,4600.0,557
490.0,15.25,5000.0,281
220.0,13.75,5000.0,18
190.0,15.25,3200.0,1
0.0,5.5,4400.0,1
80.0,13.75,5000.0,3
260.0,15.75,5000.0,62
150.0,12.5,4600.0,982
140.0,14.5,4000.0,324
470.0,15.25,4200.0,500
440.0,14.5,4600.0,2017
70.0,12.75,3800.0,50
100.0,12.5,3800.0,9
220.0,14.25,4400.0,1411
380.0,15.75,4000.0,693
460.0,13.75,4800.0,248
160.0,14.25,4000.0,838
280.0,13.0,4400.0,11
70.0,13.0,5000.0,1
380.0,13.0,4800.0,59
340.0,15.25,4200.0,2377
370.0,14.75,4400.0,3277
280.0,15.5,3800.0,253
20.0,11.25,3200.0,22
110.0,14.5,4600.0,6
380.0,14.5,4400.0,920
230.0,13.75,5000.0,44
40.0,12.5,3200.0,10
40.0,15.5,2800.0,16
30.0,9.75,3800.0,1
450.0,14.0,5000.0,3076
50.0,13.25,4000.0,1
140.0,12.75,5000.0,6
10.0,8.5,3800.0,8
150.0,14.75,5000.0,53
360.0,14.25,4200.0,63
30.0,11.5,3400.0,10
190.0,15.75,4400.0,20
120.0,15.75,3800.0,5
420.0,14.25,4600.0,600
180.0,15.0,3800.0,955
330.0,15.75,5000.0,21
200.0,14.75,3400.0,5
40.0,14.75,2800.0,3
110.0,14.5,4000.0,2
240.0,15.25,3800.0,210
130.0,15.75,3800.0,1
480.0,15.25,4800.0,763
320.0,12.75,5000.0,192
150.0,13.75,4600.0,10
80.0,14.25,4200.0,1
300.0,11.75,4800.0,1
190.0,11.5,5000.0,44
240.0,13.75,5000.0,53
410.0,15.75,4000.0,422
410.0,15.0,5000.0,115
240.0,15.5,3800.0,757
140.0,13.25,3800.0,5
80.0,11.0,5000.0,28
450.0,15.25,3800.0,4
80.0,15.75,3200.0,437
390.0,15.75,4400.0,2121
30.0,11.25,3600.0,10
240.0,15.75,4000.0,565
450.0,15.5,4800.0,233
60.0,10.75,4800.0,7
90.0,14.5,3600.0,780
70.0,10.5,4800.0,243
290.0,15.0,4400.0,1614
340.0,14.5,4200.0,197
200.0,13.0,4200.0,8
110.0,14.25,3600.0,450
120.0,10.5,4800.0,6
30.0,9.0,4600.0,22
90.0,14.25,4000.0,1
130.0,15.0,4200.0,1
200.0,15.5,3600.0,1070
490.0,15.25,4600.0,4344
180.0,15.5,4000.0,27
420.0,15.25,4000.0,84
330.0,13.5,4200.0,2
450.0,14.25,4600.0,300
230.0,15.25,4200.0,451
130.0,15.0,4800.0,15
320.0,13.25,4600.0,77
490.0,13.5,4600.0,5
160.0,12.25,5000.0,355
80.0,10.5,4800.0,105
200.0,15.75,4000.0,37
280.0,14.25,4400.0,2579
160.0,13.0,4800.0,37
430.0,15.5,3800.0,20
130.0,14.25,4400.0,13
360.0,13.25,4800.0,165
210.0,14.5,4000.0,156
10.0,10.0,3200.0,6
290.0,12.0,5000.0,20
120.0,13.75,3400.0,12
280.0,15.25,3400.0,9
50.0,10.75,4400.0,140
70.0,12.75,4000.0,209
200.0,10.25,5000.0,1
190.0,13.25,5000.0,28
190.0,14.0,4600.0,27
220.0,14.25,4800.0,16
10.0,9.5,3800.0,3
200.0,15.25,3800.0,1104
10.0,11.5,3400.0,3
80.0,13.25,3600.0,76
120.0,14.25,4400.0,15
20.0,11.25,3400.0,17
150.0,13.25,4600.0,40
110.0,13.5,3800.0,40
10.0,13.75,3000.0,15
310.0,15.5,4400.0,505
220.0,14.5,4400.0,442
180.0,14.75,4200.0,162
280.0,14.0,5000.0,85
60.0,9.5,4800.0,4
260.0,13.0,5000.0,1780
10.0,10.25,3400.0,11
260.0,15.5,4400.0,95
450.0,14.5,4600.0,1498
320.0,14.5,4200.0,279
470.0,13.5,4600.0,1
30.0,10.75,3800.0,14
10.0,10.0,3400.0,6
10.0,12.5,3000.0,21
310.0,15.0,4200.0,1611
200.0,14.5,3400.0,1
110.0,12.0,4400.0,214
140.0,15.75,4600.0,1
70.0,10.75,4800.0,133
260.0,15.5,3600.0,441
140.0,15.25,3400.0,745
460.0,14.25,4400.0,114
90.0,11.75,4200.0,12
390.0,15.5,3400.0,1
130.0,13.0,5000.0,6
180.0,15.75,5000.0,7
210.0,12.75,4800.0,1265
70.0,11.5,5000.0,1
430.0,15.75,5000.0,59
310.0,14.75,4400.0,3598
60.0,12.25,4000.0,107
100.0,13.25,4400.0,3
360.0,15.75,3800.0,169
280.0,15.75,4600.0,52
180.0,13.5,4600.0,111
120.0,14.5,4200.0,7
120.0,12.25,4200.0,12
170.0,15.25,3400.0,254
250.0,15.0,3600.0,67
