cluster,pl_name,ra_in,dec_in,sy_vmag,st_teff,vis_waltzer_2026,nn_sep_arcsec,nn_dG,crowded_vis,NUV_median_snr,NUV_transit_uncert,VIS_median_snr,VIS_transit_uncert,NIR_snr,NIR_transit_uncert,pl_trandur,st_rad,st_mass,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,nn_source_id,cluster_center_ra,cluster_center_dec,target,teff,r_star,m_star,ra_etc,dec_etc,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_max_snr,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_max_snr,NIR_min_flux,NIR_median_flux,NIR_max_flux
M45,Gaia DR3 66797878305841920,56.39994195042446,24.500194163831992,11.984576819983566,7052.07470703125,0914-0130,135.0781218680863,-3.3217897,False,11.737902882971616,120482.64297915772,115.88652850577895,12203.4336571103,4625.758429512645,305.72577101093714,2.5,,,Gaia DR3 66797878305841920,66797878305841920,11.87175,12.188187,11.376136,0.8120508,7052.0747,3.9998,1.5734278518600142,-3.56535534677847,-6.2858529499988745,1.1336961,65296357738731008,56.65833333333333,24.178055555555556,Gaia DR3 66797878305841920,7052.07470703125,,,56.39994195042446,24.500194163831992,11.984576819983566,2.5,0.1381130007355955,5.679756927480014,17.76353660728188,0.3396780951055777,33.55246040319569,15.822457098059632,59.10639073345341,62.2761917199134,47.00943819901794,124.4643366593239,28.500953115510004,46.76816714674485,57.21130368328314
M45,Gaia DR3 64937191096658688,57.055328186345065,23.252686575736178,12.00160956916929,5738.23828125,0914-0130,266.72024282116087,0.3649273,False,2.5130856510292343,562739.8977802065,123.1698506232197,11481.816006249916,6857.23084703095,206.23683144420065,2.5,,,Gaia DR3 64937191096658688,64937191096658688,11.8774,12.228073,11.35933,0.86874294,5738.2383,4.3754,3.9574926928613183,-12.506792430675246,-11.380169088068406,0.94465536,64934893291213952,56.65833333333333,24.178055555555556,Gaia DR3 64937191096658688,5738.23828125,,,57.055328186345065,23.252686575736178,12.00160956916929,2.5,0.0386668356495849,1.1603152977979716,15.12710045226148,0.1098433001832924,28.545066471022608,10.877830422501503,65.14667685421307,79.08934920430619,34.29825209228407,134.77674301042498,51.70949521096001,76.10444255009176,80.16759310640903
M45,Gaia DR3 68297406006861824,55.831551913473405,24.41596878544954,12.007679552706556,5790.56982421875,0914-0130,255.67424274972333,0.29174328,False,3.015825109519004,468930.89321039873,122.03910878196676,11588.199688508936,6626.143806492283,213.42934950905405,2.5,,,Gaia DR3 68297406006861824,68297406006861824,11.865888,12.255582,11.302376,0.95320606,5790.57,4.4171,4.607742675051445,14.88786837266264,12.017259208224992,0.90409493,68298299360049152,56.65833333333333,24.178055555555556,Gaia DR3 68297406006861824,5790.56982421875,,,55.831551913473405,24.41596878544954,12.007679552706556,2.5,0.0399685077823498,1.3642479520873414,15.540820184416631,0.1200356446736919,29.41392737467159,12.115626610390994,64.33452027479106,76.97308893796348,37.294413973820696,133.17933724016308,50.81013808592069,72.79393275701639,77.609571204811
M45,Gaia DR3 69886372107669888,56.02358254385347,25.198725059918203,12.014270170426911,5770.80517578125,0914-0130,235.93822443446672,-1.2302408,False,2.997889449546979,471736.395278619,121.60492642271196,11629.574590236049,6594.502706462258,214.45340540799867,2.5,,,Gaia DR3 69886372107669888,69886372107669888,11.859116,12.279808,11.264303,1.0155048,5770.805,3.8408,2.2609959061815417,15.299619934440306,-7.233291937928961,0.9633018,69883417170175488,56.65833333333333,24.178055555555556,Gaia DR3 69886372107669888,5770.80517578125,,,56.02358254385347,25.198725059918203,12.014270170426911,2.5,0.0397266264906188,1.3559918005520064,15.44677029690929,0.1193097216415118,29.26167408564191,12.042305298757082,63.945180824048926,76.50726343649045,37.119254571212394,132.7137642953039,50.50264544946351,72.35339865998854,77.13989384192479
M45,Gaia DR3 66711841521138560,57.02059385297307,24.07175782898639,12.022663711644867,4942.45556640625,0914-0130,125.42622930149926,-1.5560703,False,1.6633678036644843,850210.975141824,124.10707401344044,11395.108406310022,7278.7871934884115,194.29247274027296,2.5,,,Gaia DR3 66711841521138560,66711841521138560,11.743626,12.483207,10.907469,1.575738,4942.4556,2.8887,1.0228644207691922,-9.698126085483938,-6.245297874531978,1.0396023,66712872313875456,56.65833333333333,24.178055555555556,Gaia DR3 66711841521138560,4942.45556640625,,,57.02059385297307,24.07175782898639,12.022663711644867,2.5,0.027935944007006,0.7698031988261194,13.749236224190918,0.0787542754745019,25.588132187506194,8.654057339233326,65.46698040658873,82.0844356403204,28.817402425181765,136.3858374384877,57.19442488451037,82.45472265202315,84.80483710592864
M45,Gaia DR3 65134793951549440,55.523605623683885,23.58765008044447,12.029785543610531,5874.85546875,0914-0130,222.3342360941062,-0.8911762,False,2.9560788671149374,478408.6034055424,120.58761319527724,11727.685165166553,6520.494067108084,216.88748549085264,2.5,,,Gaia DR3 65134793951549440,65134793951549440,11.857863,12.31823,11.226179,1.0920506,5874.8555,3.9582,2.698179662679045,2.926750703026275,-24.30170617631663,1.2591627,65133183338907264,56.65833333333333,24.178055555555556,Gaia DR3 65134793951549440,5874.85546875,,,55.523605623683885,23.58765008044447,12.029785543610531,2.5,0.0391629626002917,1.3367522204247757,15.227602766019103,0.1176180554476867,28.905917647743184,11.871442246622328,63.03789035981918,75.42173502503374,36.709482103274944,131.62289528521416,49.78608529521585,71.32680763603864,76.0453893117546
M45,Gaia DR3 69913821242511104,56.31556690132979,25.404660057190057,12.036184517210302,6263.6474609375,0914-0130,347.94337921260575,0.22193623,False,4.050908316869108,349110.2369520231,118.16979103975817,11967.640375172396,6022.743663861401,234.8121788511237,2.5,,,Gaia DR3 69913821242511104,69913821242511104,11.904624,12.269195,11.364735,0.90445995,6263.6475,4.0603,2.10982695098621,-4.527890743317758,-8.215726814720817,1.1094455,69866443459363200,56.65833333333333,24.178055555555556,Gaia DR3 69913821242511104,6263.6474609375,,,56.31556690132979,25.404660057190057,12.036184517210302,2.5,0.0502169304197336,1.9484536105347348,16.142922110642306,0.1474116512068024,30.628356410965768,14.113521682560062,61.47066551226774,70.72099661749364,42.338975740924226,128.48777439822518,44.19956774142152,64.5447262216421,70.50804055144258
M45,Gaia DR3 66540695665565056,57.661245859442054,24.195886744936946,12.03818161435155,6858.35205078125,0914-0130,224.5449935415104,-0.5120554,False,11.207225153838287,126187.66402571568,112.53027978191992,12567.404658673166,4437.36528411731,318.70568948537976,2.5,,,Gaia DR3 66540695665565056,66540695665565056,11.937642,12.228844,11.480346,0.74849796,6858.352,3.9469,1.445962438385716,-3.753210524214681,-1.447331925558024,1.2769724,66537981246228096,56.65833333333333,24.178055555555556,Gaia DR3 66540695665565056,6858.35205078125,,,57.661245859442054,24.195886744936946,12.03818161435155,2.5,0.1314597019792801,5.406146771299857,16.90781617989614,0.32334581998865,32.18818641460839,15.06024402925588,56.25906663027199,59.27616922593128,45.322742594752235,120.91306322857234,27.127980586441257,44.5152106064096,54.45527135022368
M45,Gaia DR3 68159309921397376,55.25146935054565,23.864195139531866,12.04235182661994,6151.91796875,0914-0130,384.0352200013363,-0.063586235,False,4.028492939955699,351052.7592953029,117.7736440611427,12007.895091017986,5995.334103812299,235.8856967577217,2.5,,,Gaia DR3 68159309921397376,68159309921397376,11.917818,12.264721,11.394387,0.8703337,6151.918,4.2534,3.4257374953267874,30.290498767756876,18.612621247943228,0.9719906,68154671356719872,56.65833333333333,24.178055555555556,Gaia DR3 68159309921397376,6151.91796875,,,55.25146935054565,23.864195139531866,12.04235182661994,2.5,0.0499324917089277,1.9374171806212923,16.051485379734782,0.1465773998885411,30.48083383165234,14.033579880487247,61.122483401084395,70.32041878574142,42.15781875689287,128.06442061657646,43.94921257312538,64.17913201740953,70.10866894532741
M45,Gaia DR3 66833612433684352,56.78572943328529,24.87158678733385,12.04400177594206,5811.46435546875,0914-0130,259.592385086929,-0.9801111,False,2.9182726930172675,484606.3788887762,119.66139466301478,11818.46130371238,6453.270958889233,219.14678174562752,2.5,,,Gaia DR3 66833612433684352,66833612433684352,11.896676,12.302621,11.323448,0.9791727,5811.4644,4.3853,4.011463777195222,6.379446495831759,7.202963628266197,1.0463405,66837666882809344,56.65833333333333,24.178055555555556,Gaia DR3 66833612433684352,5811.46435546875,,,56.78572943328529,24.87158678733385,12.04400177594206,2.5,0.0386535196155233,1.3193633663684732,15.029517767109205,0.1160890879652472,28.583224098037206,11.717015140753194,62.217875506852806,74.44062758942637,36.33718910081632,130.62969908850795,49.13845370126344,70.3989681835701,75.05616920335142
