# primary diameter: 35.0 cm
# duty-cycle efficiency: 0.6
# instrumental resolution = lambda/FWHM = 3000.0
#
# SNR stats are per HWHM! resolving element
# Number of transits (for stats): 1
# total in-transit time (for stats): 2.5 h
#
# Wavelength ranges per band (angstrom)
# NUV  0.24 0.32
# VIS  0.425 0.797
# NIR  0.9 1.6
#
target,teff,r_star,m_star,ra,dec,V_mag,transit_dur,NUV_min_flux,NUV_median_flux,NUV_max_flux,NUV_min_snr,NUV_median_snr,NUV_max_snr,NUV_transit_uncert,VIS_min_flux,VIS_median_flux,VIS_max_flux,VIS_min_snr,VIS_median_snr,VIS_max_snr,VIS_transit_uncert,NIR_min_flux,NIR_median_flux,NIR_max_flux,NIR_snr,NIR_transit_uncert
#name,  K,  R_sun,  M_sun,  deg,  deg,  ,  h, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ,  ,  ppm, mJy,  mJy,  mJy,  ,  ppm
Gaia DR3 66555985749157760,8169.57568359375,nan,nan,57.35836849831732,24.24749646235856,7.983821885118714,2.5,5.502202059203637,226.27247323359592,707.6710170568006,12.594034993324993,190.98547402801154,362.76875286963445,7404.822641986242,630.3414998076106,2354.704503367475,2480.9843280188466,404.56803804397464,808.7609890847201,859.6479931438919,1748.6174301922867,1135.432595673154,1863.1693193939768,2279.20725246219,50216.18131561659,28.162507090782967
Gaia DR3 64136922728171008,12712.818359375,nan,nan,57.2279862927018,22.799179926606183,8.114527478037974,2.5,314.77774111586626,1125.7459919194566,1247.9190869702404,252.50237280425975,459.2327250493022,505.3236783774708,3079.5139048970614,787.012495347824,1894.4904913893738,2745.284989558794,464.9711767284311,748.6552665938957,825.562579293094,1889.0050273836225,427.73044213369815,778.0443442151602,1211.0118417166373,31841.106269699034,44.41471192597676
Gaia DR3 64929391436043264,7857.28466796875,nan,nan,57.42060476339698,23.341369648361887,8.125782502887883,2.5,4.827833544863905,198.53975277574304,620.9364610955907,11.144636762761833,177.11016674705192,338.6353660598359,7984.937219289447,553.084711311286,2066.103946616051,2176.906488385967,378.3811700052989,757.2762237698253,804.9601817964252,1867.500283229474,996.2701322743027,1634.8129790844864,1999.8598944086527,46873.52932765774,30.1708359207899
Gaia DR3 66506331628024832,7732.958984375,nan,nan,57.3008750959372,23.886587601561303,8.135317450657928,2.5,4.785621081911194,196.80380809562826,615.5072645177862,11.053115640365528,176.20804748694906,337.0678887156417,8025.817109617764,548.24878072897,2048.0388382206374,2157.872571073248,376.68158751668176,753.9366105377932,801.4128839358937,1875.7725020997686,987.5591823919768,1620.5188900955172,1982.3739950049446,46656.41912830763,30.311232383349715
Gaia DR3 65292234570088064,7262.96630859375,nan,nan,56.10725957131531,24.39449685185783,8.164915269597714,2.5,4.656924331321985,191.51128489498768,598.9548079919437,10.773499863800733,173.43105524566818,332.24388691585466,8154.327149597496,533.5050650467966,1992.9621952837856,2099.8422374280694,371.4520521177741,743.6623044770272,790.4997067478281,1901.6878411870375,961.0013635398362,1576.9392769472831,1929.063236120583,45988.24756507204,30.751629758712244
Gaia DR3 68293729514855040,7700.830078125,nan,nan,55.930266895087854,24.374390241889618,8.237352256745528,2.5,4.356366266606796,179.15113964375126,560.2982430288591,10.117009002453944,166.78118419740446,320.69904459837494,8479.45509668053,499.0726288597354,1864.3363431443781,1964.3183435044093,358.9431934998,719.0963149806539,764.4066169863061,1966.6538861503448,898.9783007918533,1475.1635589986731,1804.5614251158436,44389.15847173763,31.859436201601305
Gaia DR3 66715273197982848,7574.09326171875,nan,nan,56.83070036887997,24.138920132623063,8.283592157537,2.5,4.174730320287374,171.6815457685003,536.9369608580361,9.717884677634125,162.64280590711007,313.51899400909366,8695.211291305395,478.26411009033734,1786.604014129609,1882.4173279883441,351.1684303684506,703.8349283778341,748.1968736633116,2009.297216369339,861.4959670320383,1413.6575439814014,1729.3213736410742,43394.63044319479,32.58959802006735
Gaia DR3 69948253997063424,7802.6982421875,nan,nan,56.94524283764543,25.38549346832899,8.308114534404956,2.5,4.081496941307694,167.8474177189189,524.9456600267937,9.512308532996697,160.48113783804646,309.76981366924696,8812.335090746205,467.58313776219865,1746.7041604009746,1840.3776955633755,347.1102458649171,695.871335578656,739.7385258915035,2032.291732777148,842.2563578066371,1382.0866257582506,1690.700801140181,42875.31794623889,32.98432828291488
Gaia DR3 65212107660378880,7200.1181640625,nan,nan,56.767658409458,23.995012914402537,8.378629594860955,2.5,3.8248415733549974,157.29272629711016,491.93568269083596,8.943892215422427,154.39034813068832,299.2103170594369,9159.986874153505,438.18026817867184,1636.8667636225796,1724.6498581010212,335.6863254119906,673.4628168805953,715.938261579844,2099.9133536778986,789.2930410304884,1295.1773479669428,1584.3850443346585,41412.67077992221,34.149296235652045
Gaia DR3 64933759417769984,7409.12939453125,nan,nan,57.18299036630866,23.2596150203104,8.380184742162061,2.5,3.8193670076826853,157.06759034222793,491.23156615429605,8.931727421802412,154.2580876540676,298.98108432548804,9167.840622687792,437.5530927497164,1634.5238862974893,1722.181335227893,335.43842593166005,672.9767084195712,715.4219692997235,2101.4301753388404,788.1633114704666,1293.32353694948,1582.1172850538917,41380.91842126929,34.1754996343002
Gaia DR3 65296357738731008,7186.67578125,nan,nan,56.39368645440966,24.463106878376045,8.608284724556102,2.5,3.095646768707705,127.30533031614311,398.1495905981053,7.308496382623707,135.78769865725235,266.9859827131397,10414.887183137063,354.642487874068,1324.8029259336267,1395.8504314466425,300.8822262482111,605.288461304963,643.5342412965086,2336.429079325487,638.8166425116221,1048.2555931383026,1282.3266921827553,36948.99610729124,38.274749285922404
Gaia DR3 64955302975741312,5877.5009765625,nan,nan,56.55297221507895,23.128317797691857,8.650455533961749,2.5,0.880253056507221,30.045740916775227,342.26582944892635,2.605345679706223,50.480809234861425,242.90542906354648,28014.875034856945,266.83051099562147,1416.881971656163,1695.2295836364824,254.0424899187766,627.1175298014477,676.5037636390595,2255.1013090334927,1119.0254986561338,1603.1892447293535,1709.2472563466101,46364.80867065292,30.501874221433724
Gaia DR3 64993270486684416,5481.53955078125,nan,nan,56.92530593390367,23.54373489994494,8.66453707034818,2.5,0.6157635935565229,16.96798876463954,303.0604265222634,1.7192672017608757,30.911259167136905,222.23266303119124,45750.75880042463,190.7525818606343,1443.0220473074291,1809.3037075198447,213.95590637016693,636.5467592855134,691.0394579161944,2221.6962724945256,1260.6785218875139,1817.4655674131855,1869.2667494689292,49424.395080098475,28.613674685976097
Gaia DR3 69925297395123456,6413.70361328125,nan,nan,56.38630430300657,25.61092540526665,8.66554526816876,2.5,1.1197107865823634,43.44559706528286,359.94641375256316,3.228017392171414,64.04787224493039,251.00817641546183,22080.57056079697,314.695906988701,1370.6406715260903,1576.899704712825,278.91658781930056,613.8664424342047,659.7896411073684,2303.7805369604857,985.538788386382,1439.1844655438717,1572.1513220014078,43790.04391199978,32.295321859349826
Gaia DR3 64923520217910144,5020.17529296875,nan,nan,57.29459114522734,23.26716245860921,8.740094779152322,2.5,0.5743689107883659,15.827316403564932,282.6872015593948,1.6047675295232313,29.131398835881306,213.74816449551346,48546.023153244554,177.92924723033994,1346.0149483155265,1687.673338677392,206.11013714335851,614.5750355064854,667.2196683337895,2301.124322773068,1175.9294590454733,1695.2865178682382,1743.6053675473172,47645.22054070103,29.682170558220005
Gaia DR3 66657415696297344,6708.833984375,nan,nan,57.86348961016656,24.518448754707425,8.833279955667797,2.5,2.1198545513759437,70.48362130353726,327.4550043696274,5.681123701092019,92.60285097883485,239.65057344665217,15271.814500574344,301.9981798597237,1129.280369570521,1209.707819691282,275.1637965740804,553.7394942704093,590.6081925094113,2553.932990162497,660.7604057727742,1014.8391412680505,1173.4057703184953,36279.8549832096,38.98068399191773
Gaia DR3 69853489838109056,4902.9111328125,nan,nan,56.81808593490627,25.293273324607167,8.878818998902474,2.5,0.5054768107007359,13.928924890179648,248.7805700939294,1.4138684478866468,26.09259208627357,198.8682080906545,54199.8111071941,156.587703009424,1184.5685420127888,1485.247061106411,192.35992912933025,576.1541748269202,625.5700162708602,2454.5748762437283,1034.8837853209711,1491.9470851926735,1534.4703791484433,44528.756184671445,31.759556824538553
Gaia DR3 64879402312818944,6726.98974609375,nan,nan,56.21358052689102,23.26872443224326,8.951890512059833,2.5,1.9004736011618595,63.189364343283465,293.5671180689668,5.110275623912398,85.94372081232387,225.5879795776367,16455.112124611485,270.74478673539494,1012.4126342942075,1084.5167537320517,259.8545254433879,523.9390703684649,558.8696180184348,2699.1947009764644,592.3791833024937,909.8147776949356,1051.9715555455648,34176.370700715575,41.379863729751875
Gaia DR3 65188090203295744,6788.40185546875,nan,nan,56.27211037045957,23.70246592516979,8.952342192234523,2.5,2.2549058444074674,92.73071341854993,290.01688689530147,5.384020542118838,111.17947470396376,224.32846828341707,12720.095738342932,258.32579694364597,965.0021735596517,1016.7540197429129,254.96344730669233,515.6220167533459,548.3183172853995,2742.7330804797684,465.3216236636538,763.5618143820466,934.0619808020521,31039.831860437276,45.56125074168402
Gaia DR3 64930495244783616,6678.96533203125,nan,nan,57.38645295572227,23.380204240051093,9.106947951307246,2.5,1.6475509945694136,54.77987171531307,254.49803514856077,4.447440832686121,77.78987504324519,208.2523723943621,18179.918165274095,234.71299069225705,877.676723068568,940.1849387153133,241.01290225435983,487.3278074120846,519.8807839685898,2901.975920239732,513.5429989743482,788.7329984214693,911.9709853050557,31583.93249258601,44.77636097737566
Gaia DR3 65142391750598656,4712.14599609375,nan,nan,55.808398787217975,23.72344862418178,9.126594280591698,2.5,0.402338066000992,11.086832438503,198.01876428605487,1.1272736858517503,21.349190278528518,174.39200028173963,66242.02341741315,124.6371589252762,942.8662327324968,1182.1935595241355,169.76511117527426,513.2893628559247,557.4316581792389,2755.197486471293,823.7235258025244,1187.5264940444945,1221.3732294198296,39412.50955349046,35.88235254224884
Gaia DR3 65120470237460480,6544.701171875,nan,nan,55.345801507755894,23.48673483571187,9.143317424399036,2.5,1.593276227928422,52.975275217983345,246.1141845036895,4.304537688897492,75.96517698558918,204.35035840091035,18616.603271277516,226.9809126932019,848.7636882139311,909.2127149016977,236.77663079015846,479.10725593574284,511.1269923551423,2951.7681998178036,496.6255096090298,762.7500093835106,881.9282050973796,31000.49443124931,45.619064738126596
Gaia DR3 66661740724644608,4940.744140625,nan,nan,57.797533639819605,24.593226384261634,9.156480630378534,2.5,0.3914142061397262,10.785814428779695,192.64236713710463,1.096862885774531,20.832177470464195,171.6111229295163,67886.01740639756,121.2531419190338,917.2665207871098,1150.0958838020954,167.19938114473138,506.1743560433573,549.7206755570687,2793.9257401889363,801.3586512836108,1155.2840240952296,1188.2117885223854,38831.929833899645,36.418832863117444
Gaia DR3 66552893372698368,9795.01171875,nan,nan,57.47790921014217,24.218294539630037,9.174827275154437,2.5,118.54523328755059,423.9557116127054,469.966074362358,144.1933142032043,274.58974418628134,303.42045080608546,5150.278159746908,296.3887456924206,713.4647337726882,1033.873768756308,281.4271126444053,456.9128255162529,504.339357839302,3095.1496289805723,161.08319751955491,293.01134179972195,456.06681330571695,17970.713630720154,78.69545925853265
Gaia DR3 66939848447027584,6241.58984375,nan,nan,57.07039222938601,25.21491968688357,9.202277279061224,2.5,0.6829879753587798,26.500432730883784,219.55586684743741,1.9834215438238245,43.761375661531474,190.37252297300472,32316.478652572674,191.9544965927661,836.0472261299799,961.8586777688847,214.8050150554536,477.9268052194326,513.892143121142,2959.0588912956687,601.1473228475926,877.8567609318222,958.9623153035392,33517.41950601465,42.19339027932376
Gaia DR3 69874243120081152,6880.58740234375,nan,nan,56.582968169581655,25.475908194820096,9.250926716823514,2.5,1.7127524696367045,70.43520633586809,220.28730844715326,4.11996429116192,92.68938393754688,192.0922409339456,15257.557039390587,196.21579667436794,732.9839780531494,772.2929818319441,220.3915118129248,448.3976807397458,476.9480807652788,3153.9270230835964,353.44303270219723,579.9764928308074,709.4828231432689,26574.092632650132,53.21775542527945
Gaia DR3 65225611037551360,6336.62060546875,nan,nan,56.663989544588695,24.10299456629025,9.277482814500976,2.5,0.6372808134455856,24.7269614351938,204.86267177366486,1.852113009618813,41.388241418563794,182.936406285528,34169.452818035905,179.10845014352614,780.0969791117568,897.4888324589455,206.96787473292898,461.3918360212548,496.15032436035335,3065.1031335282387,560.9171299153609,819.1085214955053,894.7863013829351,32259.427833953825,43.83876768219061
Gaia DR3 65158506467802112,5401.505859375,nan,nan,55.37739276523982,23.80127677982192,9.315210587724332,2.5,0.33817741579442695,9.318820813215138,166.44081095945492,0.948502558236952,18.26969865432849,157.42320553130287,77407.6020152657,104.76133351300963,792.5078260542126,993.669743711751,154.1113048712823,469.9620661471711,510.4784598816409,3009.2079004738794,692.3647470241727,998.1522378307424,1026.6014512399465,35871.54482755558,39.42438412317089
Gaia DR3 66552859012958208,4385.03466796875,nan,nan,57.4413050716318,24.245813341207327,9.321444905261478,2.5,0.0018390840956390281,0.32640668241388493,25.49783646883629,0.0052402016135756355,0.6875390722059862,43.093313661792536,2056921.0093552296,37.91896414822475,966.1700507300638,2312.3839671117116,82.21206774658314,533.848259996432,721.8074299656004,2649.0927635177586,2219.210080763914,3441.303333261695,4657.138212466643,69353.11655646416,20.39149259026747
Gaia DR3 66430435265434368,6947.0693359375,nan,nan,57.761452252567,23.428262081928334,9.36237286441317,2.5,1.54566774218383,63.5640165624785,198.79754530523996,3.726638207956271,86.41746999102955,181.07720529389348,16364.903560818153,177.07428995317812,661.4789413525971,696.9532204415964,208.60330190297955,425.54728714675963,452.69234111958076,3323.281818702728,318.9634836511366,523.3978476665916,640.2704026453241,25048.141801777416,56.45981939757075
Gaia DR3 64952829074688896,6281.28173828125,nan,nan,56.66674719150831,23.110124081170717,9.376825825079091,2.5,0.5815588099565846,22.564906965179674,186.95006830201967,1.6917608735410992,38.4162668410784,173.47305265704716,36812.88367304033,163.44772182213396,711.887540392265,819.0149873368422,197.00105278816304,440.3959671933973,473.62380692605075,3211.231863419974,511.8721475296594,747.48802558591,816.5487578140393,30658.850393206554,46.12741652852252
Gaia DR3 64808204638390912,6319.2509765625,nan,nan,56.66006365313638,22.919584206915975,9.390209552232326,2.5,0.5744340145506919,22.288459694968243,184.65970494587182,1.6712360634653707,38.02971166769419,172.22857578291428,37187.070328867456,161.44529049858667,703.1660611704515,808.9810679477259,195.69088718910777,437.63883857268434,470.66583775467456,3231.462653052943,505.60109761572903,738.3303975705219,806.5450527050149,30448.389701448832,46.4462513860233
Gaia DR3 65011824745303808,6050.64892578125,nan,nan,56.79109574419367,23.78255399499997,9.439214861181526,2.5,0.5490830339961597,21.30482311704106,176.510284001588,1.5981660994217404,36.64177519488871,167.7321729422615,38595.661778154485,154.3203704618584,672.1338647966309,773.279032895765,190.95804107554403,427.6847028519071,459.98693316334624,3306.6732406905608,483.28785837617596,705.7463251139654,770.9505241263549,29688.006342180808,47.63585489955169
Gaia DR3 64943208347874560,6503.634765625,nan,nan,57.30048773556515,23.4084258538581,9.443443952366325,2.5,1.208482776696115,40.18117296264933,186.67494553661325,3.284544197086871,62.12358903019629,174.3661360070099,22764.518026891383,172.16256592565077,643.7780723216111,689.6280048943148,204.2790001015081,416.20121908584724,444.1495026209666,3397.908265332097,376.68507463440665,578.5376277553947,668.932999476462,26517.88704985029,53.3305523066205
Gaia DR3 68310561489710336,6303.033203125,nan,nan,55.729745748660456,24.492868817275667,9.454368567766746,2.5,0.5414726711694531,21.009535475936087,174.06382832780642,1.5762183225032111,36.221231931210525,166.3607469425049,39043.77313998861,152.18146989846068,662.8180013251424,762.5612841359977,189.51475875774975,424.6510069516667,456.7324569499786,3330.296029497133,476.58942530819945,695.9645885364523,760.26504880336,29456.092117512722,48.010902353618505
Gaia DR3 66729261908482048,6233.60107421875,nan,nan,56.791988143840086,24.276453622807093,9.458383725035851,2.5,0.5394739509821181,20.93198367153645,173.42131226727798,1.5704532140553422,36.110481871518786,165.99885936628797,39163.51953997379,151.61972746487226,660.3713631283958,759.7464668537314,189.13392882711028,423.8506715823566,455.87388170825733,3336.5844557787977,474.83020650334913,693.3955974370976,757.458707538737,29394.89565253299,48.110854996392234
Gaia DR3 65120023560871552,4399.359375,nan,nan,55.250939266359424,23.448700900749216,9.58095643559878,2.5,0.0014480947415858477,0.25701260836459483,20.07699539128901,0.004126161514109823,0.5418313703505511,35.4479285956924,2610062.1701879962,29.857390817327925,760.7622583750247,1820.7710409992792,70.29029816474002,472.8858630803841,639.8797282341823,2990.6023266605844,1747.405926704992,2709.682103670494,3667.0304377615344,61311.92840019889,23.065879662798334
