pl_name,pl_trandur,st_teff,st_rad,st_mass,ra,dec,sy_vmag,designation,source_id,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp,teff_gspphot,logg_gspphot,parallax,pmra,pmdec,ruwe,cluster,nn_source_id,nn_sep_arcsec,nn_dG,vis_waltzer_2026,cluster_center_ra,cluster_center_dec
Gaia DR3 3017183605973742976,2.5,9556.59765625,,,83.89495289416271,-6.083619866638706,9.418939056263087,Gaia DR3 3017183605973742976,3017183605973742976,9.39841,9.431725,9.31853,0.113194466,9556.598,4.1297,2.8278736529644855,-3.6972494575562833,-11.389458712988427,1.0197788,ONC,3017184121369813248,220.87992014687163,2.575366,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209700154896986112,2.5,6725.17333984375,,,82.48131921468871,-4.931236565196775,9.495077707925416,Gaia DR3 3209700154896986112,3209700154896986112,9.432002,9.624707,9.094607,0.53009987,6725.1733,3.9594,4.183494453142159,0.7148083295361152,5.253899310843533,1.125127,ONC,3209715440683462784,566.154639701386,2.1844854,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209631985177275776,2.5,5962.67529296875,,,83.61721855921924,-4.555497036068816,9.57477677305231,Gaia DR3 3209631985177275776,3209631985177275776,9.478634,9.758668,9.033632,0.72503567,5962.6753,3.9561,4.460308581525698,8.168978039594014,7.321522591271345,1.1435349,ONC,3209644212945429248,200.04326024071136,2.3362837,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017387870320888064,2.5,9584.322265625,,,84.62629202579092,-5.124892589832941,9.574813524968224,Gaia DR3 3017387870320888064,3017387870320888064,9.551562,9.602402,9.437237,0.16516495,9584.322,4.1755,2.756061013235912,-5.26917491685714,-2.9751130229125344,1.1214806,ONC,3017385572527199616,359.116320738051,1.5643196,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017124674725004032,2.5,3680.049072265625,,,85.2144817632214,-5.508496437319,9.585437416739328,Gaia DR3 3017124674725004032,3017124674725004032,9.936028,12.765176,8.509768,4.2554083,3680.049,0.6736,0.44297150225720544,2.12321803801219,-1.160493418683471,1.0804526,ONC,3023130452049996032,161.27583652344404,1.3069181,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209526874441202560,2.5,10042.7138671875,,,83.6761740323754,-5.12071719352916,9.6203056842013,Gaia DR3 3209526874441202560,3209526874441202560,9.602118,9.609204,9.567304,0.041900635,10042.714,4.1155,2.5394895519289173,1.1968594037004263,-0.14999447073323552,1.1402736,ONC,3209545085102536192,273.7861924671197,0.6158438,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209537427177438336,2.5,6784.333984375,,,83.44270658693915,-5.1605106565639165,9.636917615555854,Gaia DR3 3209537427177438336,3209537427177438336,9.572058,9.768853,9.227091,0.54176235,6784.334,3.8695,3.4614433390757897,-3.255484045051158,7.792144813307415,1.0075824,ONC,3209446884967976576,302.34351523874255,2.3672028,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016986239338948224,2.5,10379.6318359375,,,84.24688116465228,-6.154539588261268,9.656236218580737,Gaia DR3 3016986239338948224,3016986239338948224,9.631053,9.638879,9.443884,0.19499493,10379.632,4.1591,2.631923450320575,1.7459337284286283,-0.7180932390831604,1.3246652,ONC,3016986896469838848,236.37048766726767,0.83272934,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017191749231706752,2.5,6938.2802734375,,,83.85579992059698,-5.852424932604885,9.696342143071394,Gaia DR3 3017191749231706752,3017191749231706752,9.62935,9.831491,9.276014,0.55547714,6938.2803,3.6762,2.6264679837329825,-0.7608311936414095,0.11878370002999529,1.1769059,ONC,3017244658937364736,138.9089974754496,2.6172905,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209653700531846912,2.5,6377.529296875,,,83.73004099971888,-4.34415315756826,9.76412445972733,Gaia DR3 3209653700531846912,3209653700531846912,9.683727,9.92294,9.285933,0.6370077,6377.5293,4.0836,4.944353987814415,2.2063861647450844,-2.7823622976369684,1.1255139,ONC,3209652046973175424,249.77112271702566,-1.4254999,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209834016140923008,2.5,4650.7744140625,,,82.93979501456433,-4.272589456419231,9.766074269067907,Gaia DR3 3209834016140923008,3209834016140923008,9.392198,10.4875345,8.365543,2.1219912,4650.7744,2.0032,1.5648164541176255,-0.6090250175009286,-2.091120302067779,0.97582865,ONC,3209833363305137920,56.066493204275886,3.0914593,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017244663228786944,2.5,9203.1162109375,,,83.85905108641765,-5.804625906512722,9.767243127291202,Gaia DR3 3017244663228786944,3017244663228786944,9.738839,9.8165245,9.578785,0.23773956,9203.116,4.2855,2.644913898960628,1.6703740031615233,-1.1642467659328395,1.2206013,ONC,3017244658937364736,38.015782945079366,2.507801,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017346952181227776,2.5,6977.7314453125,,,83.88070887881999,-5.552462304537753,9.775008392113465,Gaia DR3 3017346952181227776,3017346952181227776,9.69661,9.92788,9.302586,0.6252947,6977.7314,3.7482,2.5795829431847075,1.4176346236940842,0.48317096544878757,1.0608754,ONC,3017358978089804672,180.69195556052145,2.3034773,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017208207547056128,2.5,9798.9482421875,,,83.36586071013333,-6.048949142268823,9.781730607922857,Gaia DR3 3017208207547056128,3017208207547056128,9.756812,9.814417,9.623281,0.19113636,9798.948,4.1893,2.7839879662576195,0.3038309316299726,1.3886915105118023,1.3765808,ONC,3017207314193863680,284.24667890741586,0.33470058,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016553482730436864,2.5,7054.4404296875,,,83.55235100327275,-6.8621961089983765,9.783747663671406,Gaia DR3 3016553482730436864,3016553482730436864,9.7298565,9.89432,9.427427,0.46689224,7054.4404,4.1407,4.36818664841593,0.45987287483655304,-1.943842551109499,1.0185965,ONC,3016552344563114112,176.65830614225837,2.1903982,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017144367152563328,2.5,5926.3017578125,,,83.76730991230217,-6.285373527969747,9.796850711422579,Gaia DR3 3017144367152563328,3017144367152563328,9.6919775,9.99272,9.221489,0.7712307,5926.302,3.4509,2.601835973718713,1.2295064155762208,0.6691742517319301,0.96589375,ONC,3017143851756494720,128.47039241463276,1.355094,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017325649146578304,2.5,10467.4111328125,,,84.56044749927281,-5.420366886961142,9.887228053315031,Gaia DR3 3017325649146578304,3017325649146578304,9.855327,9.86673,9.588795,0.27793503,10467.411,4.1051,2.8536079110892194,0.10885373856588554,-1.229655000194571,1.3931603,ONC,3017328324894300544,267.5990557304887,2.377015,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017373718415827840,2.5,9638.9404296875,,,83.89912562789384,-5.205714272944985,9.898284169241395,Gaia DR3 3017373718415827840,3017373718415827840,9.879399,9.897872,9.828806,0.06906605,9638.94,4.1982,2.5755748109808643,1.0522591546837106,1.3435579883575393,0.9652983,ONC,3017373443537920640,139.95546773263118,1.3790331,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016551730383786880,2.5,6753.0908203125,,,83.46594716562285,-6.921283707070981,9.943292991509827,Gaia DR3 3016551730383786880,3016551730383786880,9.873293,10.076887,9.502452,0.57443523,6753.091,3.8112,2.594645066489425,1.4027301687688665,0.7025415307203597,1.099874,ONC,3016551657368347520,49.63817381554244,2.4141712,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209672907624629888,2.5,4902.6416015625,,,82.39763528478412,-5.106234853530973,10.015154030629253,Gaia DR3 3209672907624629888,3209672907624629888,9.75722,10.434906,8.957354,1.4775524,4902.6416,2.3868,1.7308077590010544,1.99277975649266,-0.015575420648760545,1.1057405,ONC,3209662359184954112,376.49337197678636,0.40699005,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209492759515639808,2.5,7415.72998046875,,,83.22061859380483,-5.156316932377774,10.023367966967383,Gaia DR3 3209492759515639808,3209492759515639808,9.979294,10.115461,9.724015,0.3914461,7415.73,4.0309,2.9819307135075506,0.31781702025353115,-0.11392496053102186,1.1469729,ONC,3209495710156195456,346.08372875549975,1.8943634,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016737612274546560,2.5,6598.54931640625,,,83.09413772803748,-6.720948404598208,10.096426744422786,Gaia DR3 3016737612274546560,3016737612274546560,10.03023,10.232933,9.682543,0.55039024,6598.5493,4.1434,4.482478741940238,-6.973540272590554,-6.868670386934071,1.1088439,ONC,3016737062520757760,188.15894008160242,1.6653175,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209711317514867584,2.5,4665.56298828125,,,82.74188473787989,-4.6888621890672395,10.103808180029496,Gaia DR3 3209711317514867584,3209711317514867584,9.706776,10.990742,8.60575,2.3849916,4665.563,2.0368,1.3706612187554785,-0.40667808211412093,-10.55550230139122,1.0074131,ONC,3209723382080033536,163.81609659782112,2.4832745,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017260709226477952,2.5,6060.46875,,,83.55901094870647,-5.615053426624517,10.182256485809463,Gaia DR3 3017260709226477952,3017260709226477952,10.074726,10.376293,9.591302,0.78499126,6060.4688,3.6058,2.5828731550876634,0.6606038370460242,-0.28210074748587705,0.9948114,ONC,3017260709226477056,35.357753251927065,1.0524559,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016916046689401344,2.5,7932.53369140625,,,84.62237066902588,-6.427903808786019,10.213016762452176,Gaia DR3 3016916046689401344,3016916046689401344,10.152799,10.329878,9.818841,0.5110369,7932.5337,3.854,2.4533366551703977,-1.749131362428319,2.263679216689906,1.0961895,ONC,3016965657855003136,397.70562356899825,1.2283001,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209545085102536192,2.5,7899.150390625,,,83.64362013717546,-5.051924477151468,10.25971146886973,Gaia DR3 3209545085102536192,3209545085102536192,10.217961,10.346512,9.97459,0.37192154,7899.1504,4.0207,2.5232539437316115,1.308440636098256,-1.50273918852462,1.2488081,ONC,3209546150254425088,190.20054291661143,2.018816,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016903952061512192,2.5,6940.1318359375,,,84.66991140153054,-6.618438542320399,10.361421712237314,Gaia DR3 3016903952061512192,3016903952061512192,10.306414,10.476963,10.002063,0.47490025,6940.132,4.0676,3.0637073121671072,-4.645849600423451,8.627336945377948,1.0007751,ONC,3016892029232302976,157.83844529632117,2.0111732,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209558695855512704,2.5,6619.09521484375,,,84.00272080561702,-4.935282915979481,10.433600971757924,Gaia DR3 3209558695855512704,3209558695855512704,10.363622,10.575635,10.001329,0.57430553,6619.095,3.9625,2.9227835094126506,-10.006607653952692,-1.341009705760321,1.0739101,ONC,3209571885699451520,409.9912816917876,1.7379932,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209531650444835840,2.5,5126.82373046875,,,83.7679217779302,-5.136839654253488,10.434382992827407,Gaia DR3 3209531650444835840,3209531650444835840,10.146164,10.901126,9.281482,1.6196442,5126.8237,2.95,2.5446936099951003,0.26342726249481496,7.172987929717448,1.0973293,ONC,3209528493645506560,261.283024411468,-0.44297314,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016953803745929600,2.5,7234.1083984375,,,84.01755951340441,-6.345579224940563,10.439028265479887,Gaia DR3 3016953803745929600,3016953803745929600,10.3859625,10.5506315,10.089723,0.4609089,7234.1084,4.0446,2.6408123648933968,1.9063326452906673,1.0913137884833721,1.0576315,ONC,3016953911120986240,70.76250000510925,-0.5640259,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017184636765899392,2.5,6068.19287109375,,,83.78765310826616,-6.033532435589597,10.444676391069441,Gaia DR3 3017184636765899392,3017184636765899392,10.3556795,10.617871,9.931938,0.6859331,6068.193,3.7646,2.612176783876468,1.5786404808206291,0.80247301674423,0.9233545,ONC,3017184602406157568,100.14441312536847,-3.2246904,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017322105781654528,2.5,6124.6123046875,,,84.90177575937163,-5.31179455736982,10.457487152024232,Gaia DR3 3017322105781654528,3017322105781654528,10.369705,10.626611,9.947457,0.67915344,6124.6123,4.0889,4.519492433356406,-8.033892075099088,-7.6490468716729385,1.1014174,ONC,3017323759357832320,271.1090233647728,1.0922232,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016905429530259840,2.5,6285.38623046875,,,84.64188706510129,-6.568753737869537,10.502645290650516,Gaia DR3 3016905429530259840,3016905429530259840,10.418138,10.668333,10.00766,0.66067314,6285.386,3.8644,2.58325246637972,1.2881383730372593,0.2724213832091399,0.9317809,ONC,3016904707975752448,61.37339750770332,-4.5002437,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017243632436515584,2.5,7971.7666015625,,,83.63510595325343,-5.762727508533841,10.519753291000224,Gaia DR3 3017243632436515584,3017243632436515584,10.4864,10.586395,10.293104,0.2932911,7971.7666,4.2624,2.6498651348026603,-5.6728949844709495,-0.9434084745781518,0.9142517,ONC,3017244422710493952,173.38729092910677,-1.215229,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016919551382685696,2.5,6873.26318359375,,,84.00546746881277,-6.837321130260727,10.526674862088804,Gaia DR3 3016919551382685696,3016919551382685696,10.462254,10.659086,10.120174,0.5389118,6873.263,4.0198,2.6601338809974675,0.8425634198076403,0.03721745328725118,1.0402907,ONC,3016919413943729792,162.2814455285663,1.0736494,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209023023236451072,2.5,6559.79443359375,,,82.46424271565603,-5.810884259045545,10.563840146197885,Gaia DR3 3209023023236451072,3209023023236451072,10.489603,10.712727,10.112276,0.6004505,6559.7944,4.0538,2.9958641719520944,1.9166536060339527,-14.995280947503092,1.0204495,ONC,3209015738971921408,315.8947527722558,1.4114017,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016839317097041152,2.5,4427.2802734375,,,82.7561029566846,-6.196793650531859,10.573683915051499,Gaia DR3 3016839317097041152,3016839317097041152,10.25378,11.122682,9.342929,1.7797527,4427.2803,1.6156,0.6026561611182731,8.24093658837121,-3.033392413054203,0.9841434,ONC,3016839321394790272,28.141887196293922,-2.085268,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209801275606801024,2.5,6529.83642578125,,,82.90393580089514,-4.718922986319674,10.574356351561425,Gaia DR3 3209801275606801024,3209801275606801024,10.4843,10.746565,10.05475,0.6918144,6529.8364,3.8596,2.5006289712933447,-1.4875127218741622,-7.981333121023932,0.86412823,ONC,3209711596689987072,422.8447429415526,1.8835773,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209444033109693568,2.5,6213.48779296875,,,83.20690648856706,-5.254685354363278,10.589714070549944,Gaia DR3 3209444033109693568,3209444033109693568,10.502964,10.760122,10.08676,0.67336273,6213.488,4.1933,4.062084828463804,-3.4371246272704927,9.306425392230818,1.1025814,ONC,3209492759515639808,357.5222423154273,-0.5236702,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209414483734702976,2.5,6512.9814453125,,,83.270817109942,-5.576523920265911,10.61053262871876,Gaia DR3 3209414483734702976,3209414483734702976,10.534848,10.754394,10.1452265,0.6091671,6512.9814,4.0343,3.0271057960979997,8.794245684582854,12.953425939700113,0.87258583,ONC,3209418748639269248,442.67842158970865,0.8563862,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209435241313686400,2.5,7041.64111328125,,,83.02655489546342,-5.406969965986559,10.62362601809915,Gaia DR3 3209435241313686400,3209435241313686400,10.567868,10.740901,10.26068,0.4802208,7041.641,4.1072,2.768891717205353,1.1524952431045503,-0.38451641774022066,1.1247996,ONC,3209460113467251840,427.7932493988827,1.5697193,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016986896469838848,2.5,5719.76708984375,,,84.289682561613,-6.1045399710754875,10.641951671933896,Gaia DR3 3016986896469838848,3016986896469838848,10.463782,10.938697,9.818466,1.1202307,5719.767,3.5469,2.5692218378915284,2.5001869436091844,-2.126036560796156,1.2794088,ONC,3016986239338948224,236.37048766726753,-0.83272934,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209719327630946688,2.5,6343.18115234375,,,82.50557304873209,-4.695890856464376,10.6424255942994,Gaia DR3 3209719327630946688,3209719327630946688,10.562887,10.794836,10.162843,0.6319933,6343.181,3.9323,2.9843357080192425,14.476119475327582,-3.4506526451385606,0.96849734,ONC,3209715440683462784,286.2643512707147,1.0536003,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017357878581178368,2.5,7476.54345703125,,,84.16384470579862,-5.33130239257632,10.682878692786447,Gaia DR3 3017357878581178368,3017357878581178368,10.641913,10.772097,10.406951,0.36514568,7476.5435,4.2096,2.546556823487525,-6.422625733879356,-1.3478787652897417,1.0640737,ONC,3017355400367313024,256.0284815749543,0.47475433,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209415656262958976,2.5,6846.1640625,,,83.45537553994355,-5.545861472424112,10.686899549489711,Gaia DR3 3209415656262958976,3209415656262958976,10.61829,10.827961,10.262237,0.5657244,6846.164,4.065,2.6574638668317134,1.4140911186832543,0.31684950340875473,0.9898037,ONC,3209426067263492864,395.5371953917935,0.73701,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209834741992302464,2.5,6871.87451171875,,,82.97355822440291,-4.219387097908925,10.704600367118186,Gaia DR3 3209834741992302464,3209834741992302464,10.605306,10.890846,10.148949,0.7418976,6871.8745,3.6751,2.0676676123714706,1.4609552170737414,-2.5143578220588405,1.1166782,ONC,3209834570193102592,62.02780348397659,1.8803749,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016842478193533056,2.5,6264.39404296875,,,83.03537843880929,-6.170391310235253,10.738489832361253,Gaia DR3 3016842478193533056,3016842478193533056,10.655743,10.902609,10.252006,0.6506033,6264.394,4.2355,4.207588667718375,-0.623321895850387,7.090953450139175,0.8658976,ONC,3016843096668822784,168.3128097807866,-0.6072931,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016989336011253632,2.5,6800.79736328125,,,84.3411064568656,-6.014939352187347,10.743495307532745,Gaia DR3 3016989336011253632,3016989336011253632,10.680417,10.872122,10.342005,0.53011703,6800.7974,4.1505,2.845247744123682,1.1986104259576535,-1.016135755794761,1.0148256,ONC,3016988373938577664,247.34618418201958,1.2676382,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016770601918428160,2.5,4959.92236328125,,,83.36119863101919,-6.496671646562798,10.796476181673956,Gaia DR3 3016770601918428160,3016770601918428160,10.496459,11.297266,9.619785,1.6774807,4959.9224,2.7409,1.5493851731734312,-7.873521684687358,-5.450545979513327,1.1316785,ONC,3016771525333815168,167.591215939636,1.9394617,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209014300159985024,2.5,7564.494140625,,,82.35304465870134,-5.971610051664905,10.832536164639734,Gaia DR3 3209014300159985024,3209014300159985024,10.780966,10.944073,10.494153,0.4499197,7564.494,4.1333,2.4200392742186043,-2.744158225516222,-2.5664470704615576,0.9781351,ONC,3209011860618076928,421.0820936860606,1.6827469,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016949375634230144,2.5,5875.85205078125,,,84.0634840341934,-6.398829838535879,10.870276734344447,Gaia DR3 3016949375634230144,3016949375634230144,10.76545,11.0674515,10.29646,0.7709913,5875.852,4.119,4.088242738044278,6.779391081987627,-7.077189320264909,1.0506356,ONC,3016952364932805888,126.56012465578702,0.007709503,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209024878662353664,2.5,6221.81640625,,,82.59129322443813,-5.758368964547376,10.872848807933137,Gaia DR3 3209024878662353664,3209024878662353664,10.7871895,11.039722,10.372514,0.6672087,6221.8164,4.1402,3.7180083242970703,2.1561193749025325,-8.347992071203521,0.9782776,ONC,3209025192196472320,65.91388711696123,0.3485422,1010-0218,83.75,-5.483333333333333
Gaia DR3 3215642396769566976,2.5,6212.849609375,,,84.05476678382429,-4.360018165773244,10.885079202778407,Gaia DR3 3215642396769566976,3215642396769566976,10.79435,11.061059,10.365526,0.6955328,6212.8496,3.8496,2.5391281991721906,0.6087145757961965,1.1338114050731214,0.99704033,ONC,3215640949363313408,258.14807543376793,-3.65692,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209454207889157376,2.5,4761.04150390625,,,82.5254910875208,-5.503135077036335,10.901017570725758,Gaia DR3 3209454207889157376,3209454207889157376,10.6719,11.277094,9.929651,1.3474426,4761.0415,3.0493,2.256896301224811,3.3777673734554394,-13.045510711278851,1.0509996,ONC,3209452863563976960,223.11547360860956,1.2644548,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017084989227375104,2.5,6343.5576171875,,,84.56431851614482,-5.905263836774227,10.94449120951696,Gaia DR3 3017084989227375104,3017084989227375104,10.863082,11.10518,10.462295,0.6428852,6343.5576,4.1831,3.50908574314061,4.156448430672449,-5.366334488855161,1.0735838,ONC,3017273692911065856,476.5497103539097,1.1649647,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016554822758368384,2.5,5740.72119140625,,,83.47081444262797,-6.890405005225325,10.997372147970077,Gaia DR3 3016554822758368384,3016554822758368384,10.882876,11.200268,10.3797865,0.8204813,5740.721,3.7759,2.6055084415663026,1.321029913116434,0.37447764322986055,1.1092988,ONC,3016551730383786880,112.51610472053392,-1.0095835,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209650883033328000,2.5,6686.50439453125,,,83.67572355857403,-4.414985387957717,11.00712679798531,Gaia DR3 3209650883033328000,3209650883033328000,10.935646,11.151598,10.567984,0.58361435,6686.5044,4.2568,3.073406213475076,-7.09035556684402,1.9782908901898368,1.0522232,ONC,3209652046973175424,83.91991551378443,-2.6774187,1010-0218,83.75,-5.483333333333333
Gaia DR3 3209519319595376512,2.5,6436.1220703125,,,83.68166385777083,-5.30770676752871,11.012057636275557,Gaia DR3 3209519319595376512,3209519319595376512,10.933924,11.165398,10.54166,0.62373734,6436.122,4.2554,3.4817036012046643,-2.435864739410812,-6.649095633382715,1.1908671,ONC,3017364613086735360,339.9246188529952,0.16584396,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017095748121579008,2.5,6724.88916015625,,,85.11223021299081,-5.9140276908375595,11.044347606010932,Gaia DR3 3017095748121579008,3017095748121579008,10.976912,11.182842,10.624541,0.558301,6724.889,4.1748,2.657811727104207,-7.736817963553575,1.60022430150577,0.90072036,ONC,3017101176960110080,568.4501896335258,1.5045166,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016956659900090240,2.5,6184.46923828125,,,84.45527976351367,-6.475886518085594,11.045132501686389,Gaia DR3 3016956659900090240,3016956659900090240,10.963269,11.181198,10.535687,0.6455107,6184.469,4.1873,3.7307525235306005,-5.381107728193257,-3.3599883665547363,0.96006835,ONC,3016907491114573696,344.92565266177786,-0.54096794,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017398182549510784,2.5,6588.12841796875,,,84.3204950257033,-5.03565472640719,11.109337167882627,Gaia DR3 3017398182549510784,3017398182549510784,11.0351095,11.258036,10.657642,0.6003933,6588.1284,4.1537,2.642118929253521,1.6432687024849306,0.7868248913908481,1.1058273,ONC,3017390967006125824,398.02955678223157,-1.2640648,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016948241764201600,2.5,6332.77783203125,,,84.0933400273925,-6.450169202137892,11.13243547730206,Gaia DR3 3016948241764201600,3016948241764201600,10.813188,11.66808,9.891818,1.7762623,6332.778,3.2992,2.54461253081761,0.9266360364606309,-1.126526305152594,1.0901587,ONC,3016949375634230144,213.46361520274223,-0.047738075,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016962638494562304,2.5,6062.7880859375,,,84.39224112195677,-6.3353955726409135,11.133452550862527,Gaia DR3 3016962638494562304,3016962638494562304,11.042656,11.310016,10.614113,0.6959028,6062.788,4.2903,4.101544226673841,3.7541153685228457,-5.928957058736981,1.0467553,ONC,3016961195385553408,183.76976951819614,0.13967133,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017339702276450560,2.5,6239.3701171875,,,84.73027074292132,-5.168431251261148,11.13754974362861,Gaia DR3 3017339702276450560,3017339702276450560,11.0508175,11.307,10.633738,0.6732626,6239.37,4.1308,2.850490186242423,1.7663292079487602,-0.012575498214928383,1.1637555,ONC,3017335922705234432,353.44476811298745,0.5823231,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017237653842191616,2.5,5722.263671875,,,83.70128068439857,-5.866510052092854,11.164128229680399,Gaia DR3 3017237653842191616,3017237653842191616,11.039047,11.389308,10.516295,0.87301254,5722.2637,3.9906,2.636415237977277,1.0982163345199507,0.7678441589833394,1.1845275,ONC,3017237993141611776,158.8276486938411,1.1709728,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017143851756494720,2.5,5739.52685546875,,,83.74011250775996,-6.308669585319549,11.179686820896473,Gaia DR3 3017143851756494720,3017143851756494720,11.047071,11.414423,10.504889,0.90953445,5739.527,3.9901,2.639518985861908,0.4990720996762157,0.0759701832216558,1.2307128,ONC,3017144367152563328,128.47039241463148,-1.355094,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016965009316496384,2.5,6156.66455078125,,,84.55873225992953,-6.316180844256135,11.221395294985866,Gaia DR3 3016965009316496384,3016965009316496384,11.129691,11.400034,10.699136,0.7008982,6156.6646,4.2725,3.754701665022593,1.5416853760792986,-1.2978115866983069,0.98797584,ONC,3016965657855003136,273.7343042611558,0.25140762,1010-0218,83.75,-5.483333333333333
Gaia DR3 3016748852204119936,2.5,4816.333984375,,,83.19040815569585,-6.738141695666588,11.240563662577326,Gaia DR3 3016748852204119936,3016748852204119936,11.016629,11.607877,10.283565,1.3243122,4816.334,2.6866,0.928260652265778,5.419967830351124,2.69214508671113,0.92628086,ONC,3016748091992261248,204.82439275775295,0.86985207,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017355400367313024,2.5,5747.759765625,,,84.13388060631871,-5.395861770794704,11.244821978557528,Gaia DR3 3017355400367313024,3017355400367313024,11.116668,11.472563,10.584574,0.88798904,5747.76,3.9922,2.596165532609489,1.1372156330755616,0.9382885170512537,0.9230945,ONC,3017357878581178368,256.0284815749522,-0.47475433,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017014143743023232,2.5,5936.35693359375,,,84.89426518438198,-6.234231368552429,11.25611340139301,Gaia DR3 3017014143743023232,3017014143743023232,11.155797,11.445867,10.698549,0.7473173,5936.357,3.8298,2.551293673278134,-0.031293725861738605,-12.043077725981275,1.1640059,ONC,3017009844478553472,404.86914338927954,0.7317095,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017109079700010240,2.5,6408.0302734375,,,85.23847714175525,-5.671968730075402,11.262129936128812,Gaia DR3 3017109079700010240,3017109079700010240,11.1802845,11.4235325,10.778125,0.6454077,6408.0303,4.1459,2.718020175383937,13.920613396725935,-13.47136841977714,1.1789839,ONC,3017112481314000384,377.18507169274767,-2.533661,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017291736081784832,2.5,9720.904296875,,,84.30589188488749,-5.674109200607539,11.28212386871462,Gaia DR3 3017291736081784832,3017291736081784832,11.215589,11.414433,10.861876,0.552557,9720.904,4.3995,2.3040622040748806,-1.8764577737896966,1.3234342578359832,1.0433311,ONC,3017295962329600640,288.63984068832156,1.0050983,1010-0218,83.75,-5.483333333333333
Gaia DR3 3017260709226477056,2.5,5638.5048828125,,,83.56858748690054,-5.612680385409105,11.28392987238406,Gaia DR3 3017260709226477056,3017260709226477056,11.127182,11.550327,10.52748,1.0228472,5638.505,3.7653,2.578810957209941,0.6600186161411724,-0.31745321670378535,1.2650564,ONC,3017260709226477952,35.3577532519267,-1.0524559,1010-0218,83.75,-5.483333333333333
